locus_tag	ftype	length_bp	gene	EC_number	COG	product
NZP2298_00165	CDS	1593	prfC		COG4108	Peptide chain release factor 3
NZP2298_00166	CDS	912	dhaA_1	3.8.1.5		Haloalkane dehalogenase
NZP2298_00167	CDS	597	acuR_1			Transcriptional regulator AcuR
NZP2298_00168	CDS	1074	hcnC_1	1.4.99.5	COG0665	Hydrogen cyanide synthase subunit HcnC
NZP2298_00169	CDS	213				hypothetical protein
NZP2298_00170	CDS	453	aam_1	3.5.1.13	COG0154	Acylamidase
NZP2298_00171	CDS	801	egtC	3.5.1.118	COG0121	Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
NZP2298_00172	CDS	249				hypothetical protein
NZP2298_00173	CDS	471	decR_1		COG1522	DNA-binding transcriptional activator DecR
NZP2298_00174	CDS	486	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
NZP2298_00175	CDS	660	yieH_1	3.1.3.-	COG0637	6-phosphogluconate phosphatase
NZP2298_00176	CDS	855				hypothetical protein
NZP2298_00177	CDS	804				Uncharacterized protein MT2054
NZP2298_00178	CDS	999	lhpH	4.2.1.77	COG3938	Trans-3-hydroxy-L-proline dehydratase
NZP2298_00179	CDS	702				hypothetical protein
NZP2298_00180	CDS	903	yedA			Uncharacterized inner membrane transporter YedA
NZP2298_00181	CDS	993	ydjH_1	2.7.1.-	COG0524	Uncharacterized sugar kinase YdjH
NZP2298_00182	CDS	702				hypothetical protein
NZP2298_00183	CDS	2280	tme	1.1.1.40	COG0280	NADP-dependent malic enzyme
NZP2298_00184	CDS	2730	mutS		COG0249	DNA mismatch repair protein MutS
NZP2298_00185	CDS	846	dkgB_1	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
NZP2298_00186	CDS	393				hypothetical protein
NZP2298_00187	CDS	2517	actP	3.6.3.4		Copper-transporting P-type ATPase
NZP2298_00188	CDS	804				hypothetical protein
NZP2298_00189	CDS	807	lex1_1	2.-.-.-	COG3306	Lipooligosaccharide biosynthesis protein lex-1
NZP2298_00190	CDS	798	lex1_2	2.-.-.-	COG3306	Lipooligosaccharide biosynthesis protein lex-1
NZP2298_00191	CDS	2802	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
NZP2298_00192	CDS	1665	murJ		COG0728	Probable lipid II flippase MurJ
NZP2298_00193	CDS	1068	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
NZP2298_00194	CDS	492				hypothetical protein
NZP2298_00195	CDS	570	nfuA			Fe/S biogenesis protein NfuA
NZP2298_00196	CDS	618				hypothetical protein
NZP2298_00197	CDS	414	hmrR			HTH-type transcriptional regulator HmrR
NZP2298_00198	CDS	513				hypothetical protein
NZP2298_00199	CDS	1194	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
NZP2298_00200	CDS	564	regA_1		COG4567	Photosynthetic apparatus regulatory protein RegA
NZP2298_00201	CDS	1332	regB_1	2.7.13.3		Sensor histidine kinase RegB
NZP2298_00202	CDS	2460				hypothetical protein
NZP2298_00203	CDS	891				hypothetical protein
NZP2298_00204	CDS	699				hypothetical protein
NZP2298_00205	CDS	1332				hypothetical protein
NZP2298_00206	CDS	948	sugA_1		COG1175	Trehalose transport system permease protein SugA
NZP2298_00207	CDS	951	sugB_1		COG0395	Trehalose transport system permease protein SugB
NZP2298_00208	CDS	207				hypothetical protein
NZP2298_00209	CDS	1113	sugC_1	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
NZP2298_00210	CDS	1014	ugpC_1	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
NZP2298_00211	CDS	1644	dhaK_1	2.7.1.29		Dihydroxyacetone kinase
NZP2298_00212	CDS	603	dhaL_1	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
NZP2298_00213	CDS	390	dhaM	2.7.1.121	COG3412	PTS-dependent dihydroxyacetone kinase, phosphotransferase subunit DhaM
NZP2298_00214	CDS	303	ptsH		COG1925	Phosphocarrier protein HPr
NZP2298_00215	CDS	1575	ptsI_1	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
NZP2298_00216	CDS	426				hypothetical protein
NZP2298_00217	CDS	987	dhaK_2	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
NZP2298_00218	CDS	1023				hypothetical protein
NZP2298_00219	CDS	897				hypothetical protein
NZP2298_00220	CDS	435				hypothetical protein
NZP2298_00221	CDS	285				hypothetical protein
NZP2298_00222	CDS	1908	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
NZP2298_00223	CDS	1083				hypothetical protein
NZP2298_00224	CDS	111				hypothetical protein
NZP2298_00225	CDS	2388				hypothetical protein
NZP2298_00226	CDS	897	gtaB_1	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
NZP2298_00227	CDS	984				hypothetical protein
NZP2298_00228	CDS	951				hypothetical protein
NZP2298_00229	CDS	990				hypothetical protein
NZP2298_00230	CDS	1173				hypothetical protein
NZP2298_00231	CDS	1290				hypothetical protein
NZP2298_00232	CDS	789				hypothetical protein
NZP2298_00233	CDS	1497	wzxC		COG2244	Lipopolysaccharide biosynthesis protein WzxC
NZP2298_00234	CDS	1023				hypothetical protein
NZP2298_00235	CDS	1080				hypothetical protein
NZP2298_00236	CDS	450				hypothetical protein
NZP2298_00237	CDS	1443	fdhL_1	1.1.99.11		Fructose dehydrogenase large subunit
NZP2298_00238	CDS	1332	ywqF	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase YwqF
NZP2298_00239	CDS	864	exoK	3.2.1.-		Endo-1,3-1,4-beta-glycanase ExoK
NZP2298_00240	CDS	402				hypothetical protein
NZP2298_00241	CDS	1089				hypothetical protein
NZP2298_00242	CDS	1131				hypothetical protein
NZP2298_00243	CDS	153				hypothetical protein
NZP2298_00244	CDS	300				hypothetical protein
NZP2298_00245	CDS	519				hypothetical protein
NZP2298_00246	CDS	1944				hypothetical protein
NZP2298_00247	CDS	1017				hypothetical protein
NZP2298_00248	CDS	1845	hepA		COG1132	Heterocyst differentiation ATP-binding protein HepA
NZP2298_00249	CDS	291				hypothetical protein
NZP2298_00250	CDS	678	epsL	2.-.-.-	COG2148	Uncharacterized sugar transferase EpsL
NZP2298_00251	CDS	1260				hypothetical protein
NZP2298_00252	CDS	1311				hypothetical protein
NZP2298_00253	CDS	828	bdhA_1	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
NZP2298_00254	CDS	486	acxC	6.4.1.6	COG4647	Acetone carboxylase gamma subunit
NZP2298_00255	CDS	2205	acxB	6.4.1.6	COG0146	Acetone carboxylase alpha subunit
NZP2298_00256	CDS	2142	acxA	6.4.1.6	COG0145	Acetone carboxylase beta subunit
NZP2298_00257	CDS	774				hypothetical protein
NZP2298_00258	CDS	1743	dxs_1	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
NZP2298_00259	CDS	414	bkdA2_1	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
NZP2298_00260	CDS	1599	gsiB_1		COG0747	Glutathione-binding protein GsiB
NZP2298_00261	CDS	1230	fumI	2.6.1.-		Aminopentol aminotransferase
NZP2298_00262	CDS	738	mcbR_1		COG1802	HTH-type transcriptional regulator McbR
NZP2298_00263	CDS	1377	otnK	2.7.1.217		3-oxo-tetronate kinase
NZP2298_00264	CDS	690	fucA_1	4.1.2.17	COG0235	L-fuculose phosphate aldolase
NZP2298_00265	CDS	1437	araE	1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase
NZP2298_00266	CDS	1272	uctC_1	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
NZP2298_00267	CDS	1038	btuD_1	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
NZP2298_00268	CDS	1074	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
NZP2298_00269	CDS	843	ddpC_2		COG1173	Probable D,D-dipeptide transport system permease protein DdpC
NZP2298_00270	CDS	1014	dppB_4		COG0601	Dipeptide transport system permease protein DppB
NZP2298_00271	CDS	924	tsaQ1			HTH-type transcriptional regulator TsaQ1/TsaQ2
NZP2298_00272	CDS	747	LRA5_1	1.1.1.401		2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD(+))
NZP2298_00273	CDS	1350				hypothetical protein
NZP2298_00274	CDS	1530	lpd_1	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
NZP2298_00275	CDS	1155				hypothetical protein
NZP2298_00276	CDS	1575				hypothetical protein
NZP2298_00277	CDS	999				hypothetical protein
NZP2298_00278	CDS	570				hypothetical protein
NZP2298_00279	CDS	1440	aldHT	1.2.1.5		Aldehyde dehydrogenase, thermostable
NZP2298_00280	CDS	678				hypothetical protein
NZP2298_00281	CDS	2412	abo_2	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
NZP2298_00282	CDS	1254	soxB_1	1.5.3.1		Sarcosine oxidase subunit beta
NZP2298_00283	CDS	267	soxD_1	1.5.3.1		Sarcosine oxidase subunit delta
NZP2298_00284	CDS	2886	soxA_1	1.5.3.1		Sarcosine oxidase subunit alpha
NZP2298_00285	CDS	543				hypothetical protein
NZP2298_00286	CDS	486				hypothetical protein
NZP2298_00287	CDS	561	msuE	1.5.1.38	COG0431	FMN reductase (NADPH)
NZP2298_00288	CDS	228				hypothetical protein
NZP2298_00289	CDS	936	xypA		COG1879	Xylitol-binding protein
NZP2298_00290	CDS	999	rbsC_1		COG1172	Ribose import permease protein RbsC
NZP2298_00291	CDS	999	alsC_1		COG1172	D-allose transport system permease protein AlsC
NZP2298_00292	CDS	1506	rbsA_1	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
NZP2298_00293	CDS	675	rspR_1		COG1802	HTH-type transcriptional repressor RspR
NZP2298_00294	CDS	330	rhaM_1	5.1.3.32		L-rhamnose mutarotase
NZP2298_00295	CDS	1512	garD_1	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
NZP2298_00296	CDS	747	LRA5_2	1.1.1.401		2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD(+))
NZP2298_00297	tRNA	76				tRNA-Ala(ggc)
NZP2298_00298	CDS	387				hypothetical protein
NZP2298_00299	CDS	1359	aroA	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
NZP2298_00300	CDS	651	cmk	2.7.4.25		Cytidylate kinase
NZP2298_00301	CDS	1698	rpsA		COG0539	30S ribosomal protein S1
NZP2298_00302	CDS	708	polS_1	1.1.1.14		Sorbitol dehydrogenase
NZP2298_00303	CDS	1605	aruI	4.1.1.75	COG0028	Probable 2-ketoarginine decarboxylase AruI
NZP2298_00304	CDS	894		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
NZP2298_00305	CDS	816	occP			Octopine permease ATP-binding protein P
NZP2298_00306	CDS	798	hisJ		COG0834	Histidine-binding periplasmic protein
NZP2298_00307	CDS	666	hisQ_1		COG4215	Histidine transport system permease protein HisQ
NZP2298_00308	CDS	810				hypothetical protein
NZP2298_00309	CDS	963	dpkA	1.5.1.21	COG2055	Delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2-carboxylate reductase
NZP2298_00310	CDS	453				hypothetical protein
NZP2298_00311	CDS	978				hypothetical protein
NZP2298_00312	CDS	1368	ptlI	1.14.13.133	COG2124	Pentalenene oxygenase
NZP2298_00313	CDS	570				hypothetical protein
NZP2298_00314	CDS	2655				hypothetical protein
NZP2298_00315	CDS	2472	gyrB	5.99.1.3		DNA gyrase subunit B
NZP2298_00316	CDS	918				hypothetical protein
NZP2298_00317	CDS	1398	pntB	1.6.1.2	COG1282	NAD(P) transhydrogenase subunit beta
NZP2298_00318	CDS	426				hypothetical protein
NZP2298_00319	CDS	1281	pntAA	1.6.1.2	COG3288	NAD(P) transhydrogenase subunit alpha part 1
NZP2298_00320	CDS	225				hypothetical protein
NZP2298_00321	CDS	150				hypothetical protein
NZP2298_00322	CDS	771				hypothetical protein
NZP2298_00323	CDS	2316				hypothetical protein
NZP2298_00324	CDS	3480				hypothetical protein
NZP2298_00325	CDS	534				hypothetical protein
NZP2298_00326	CDS	612				hypothetical protein
NZP2298_00327	CDS	924	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
NZP2298_00328	CDS	585				hypothetical protein
NZP2298_00329	CDS	1788				hypothetical protein
NZP2298_00330	CDS	1029		1.1.1.301		D-arabitol-phosphate dehydrogenase
NZP2298_00331	CDS	1110	takP		COG4663	Alpha-keto acid-binding periplasmic protein TakP
NZP2298_00332	CDS	774	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
NZP2298_00333	CDS	402				hypothetical protein
NZP2298_00334	CDS	984		1.1.1.215	COG1052	2-ketogluconate reductase
NZP2298_00335	CDS	978	cytR_1		COG1609	HTH-type transcriptional repressor CytR
NZP2298_00336	CDS	885	ribN_2			Riboflavin transporter
NZP2298_00337	CDS	423				hypothetical protein
NZP2298_00338	CDS	873				hypothetical protein
NZP2298_00339	CDS	471	slyA_1			Transcriptional regulator SlyA
NZP2298_00340	CDS	1059	yciC_1		COG0523	Putative metal chaperone YciC
NZP2298_00341	CDS	975				hypothetical protein
NZP2298_00342	CDS	453				hypothetical protein
NZP2298_00343	CDS	1383	hemL2	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase 2
NZP2298_00344	CDS	1401	puuA_1	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
NZP2298_00345	CDS	1236				hypothetical protein
NZP2298_00346	CDS	1467				hypothetical protein
NZP2298_00347	CDS	1266	ttuD	1.1.1.81		Putative hydroxypyruvate reductase
NZP2298_00348	CDS	504				hypothetical protein
NZP2298_00349	CDS	1314	guaD_1	3.5.4.3	COG0402	Guanine deaminase
NZP2298_00350	CDS	1218				hypothetical protein
NZP2298_00351	CDS	921	dmlR_1			HTH-type transcriptional regulator DmlR
NZP2298_00352	CDS	1011	rutA_2	1.14.99.46		Pyrimidine monooxygenase RutA
NZP2298_00353	CDS	1248	ntaA_1	1.14.14.10		Nitrilotriacetate monooxygenase component A
NZP2298_00354	CDS	837	yddE	5.1.-.-	COG0384	Uncharacterized isomerase YddE
NZP2298_00355	CDS	1038				hypothetical protein
NZP2298_00356	CDS	2346	pucD	1.17.1.4	COG1529	Probable xanthine dehydrogenase subunit D
NZP2298_00357	CDS	1482				hypothetical protein
NZP2298_00358	CDS	375	pucM	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
NZP2298_00359	CDS	1419				hypothetical protein
NZP2298_00360	CDS	864	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
NZP2298_00361	CDS	507	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
NZP2298_00362	CDS	594				hypothetical protein
NZP2298_00363	CDS	1995				hypothetical protein
NZP2298_00364	CDS	1587				hypothetical protein
NZP2298_00365	CDS	960	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
NZP2298_00366	CDS	825	ddpC_3		COG1173	Probable D,D-dipeptide transport system permease protein DdpC
NZP2298_00367	CDS	1656	gsiA_1	3.6.3.-	COG1123	Glutathione import ATP-binding protein GsiA
NZP2298_00368	CDS	1590	gsiB_2		COG0747	Glutathione-binding protein GsiB
NZP2298_00369	CDS	840				hypothetical protein
NZP2298_00370	CDS	567	sigW_1		COG1595	ECF RNA polymerase sigma factor SigW
