locus_tag	ftype	length_bp	gene	EC_number	COG	product
SU343_00115	CDS	1008	dppB_3		COG0601	Dipeptide transport system permease protein DppB
SU343_00116	CDS	1599	dppA_1		COG0747	Periplasmic dipeptide transport protein
SU343_00117	CDS	2028	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
SU343_00118	CDS	669	prmA_1	2.1.1.-		Ribosomal protein L11 methyltransferase
SU343_00119	CDS	723	gph_1	3.1.3.18	COG0546	Phosphoglycolate phosphatase
SU343_00120	CDS	1644	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
SU343_00121	CDS	1494	tauR		COG1167	HTH-type transcriptional regulator TauR
SU343_00122	CDS	1590	mtgB_1	2.1.1.-	COG5598	Glycine betaine methyltransferase
SU343_00123	CDS	399				hypothetical protein
SU343_00124	CDS	1392	srpC		COG2059	Probable chromate transport protein
SU343_00125	CDS	819				hypothetical protein
SU343_00126	CDS	1806	araC_1	4.2.1.25		L-arabonate dehydratase
SU343_00127	CDS	450				hypothetical protein
SU343_00128	CDS	1170				Iron-sulfur cluster carrier protein
SU343_00129	CDS	378				hypothetical protein
SU343_00130	CDS	1005				hypothetical protein
SU343_00131	CDS	642				hypothetical protein
SU343_00132	CDS	960	oxyR_1			Hydrogen peroxide-inducible genes activator
SU343_00133	CDS	480	nuoE	1.6.5.11	COG1905	NADH-quinone oxidoreductase subunit E
SU343_00134	CDS	1557	rsxC			Electron transport complex subunit RsxC
SU343_00135	CDS	2916		1.17.1.9		Putative formate dehydrogenase SA2102
SU343_00136	CDS	225				hypothetical protein
SU343_00137	CDS	828	fdhD		COG1526	Sulfur carrier protein FdhD
SU343_00138	CDS	309				hypothetical protein
SU343_00139	CDS	1554	rutD_1	3.5.1.-		Putative aminoacrylate hydrolase RutD
SU343_00140	CDS	480				hypothetical protein
SU343_00141	CDS	363				hypothetical protein
SU343_00142	CDS	315				hypothetical protein
SU343_00143	CDS	1428	prr	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
SU343_00144	CDS	816	ydcV_1			Inner membrane ABC transporter permease protein YdcV
SU343_00145	CDS	969	ydcU		COG1176	Inner membrane ABC transporter permease protein YdcU
SU343_00146	CDS	999	potA_1	3.6.3.31		Spermidine/putrescine import ATP-binding protein PotA
SU343_00147	CDS	1155				hypothetical protein
SU343_00148	CDS	846	ubiE_1	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
SU343_00149	CDS	153				hypothetical protein
SU343_00150	CDS	282				hypothetical protein
SU343_00151	CDS	906	oxyR_2			Hydrogen peroxide-inducible genes activator
SU343_00152	CDS	618				hypothetical protein
SU343_00153	CDS	600				hypothetical protein
SU343_00154	CDS	675	tctD_1		COG0745	Transcriptional regulatory protein tctD
SU343_00155	CDS	1362	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
SU343_00156	CDS	450	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
SU343_00157	CDS	900	trxB_1	1.8.1.9	COG0492	Thioredoxin reductase
SU343_00158	CDS	777	glpR_1		COG1349	Glycerol-3-phosphate regulon repressor
SU343_00159	CDS	888				hypothetical protein
SU343_00160	CDS	2454	abo_1	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
SU343_00161	CDS	633				hypothetical protein
SU343_00162	CDS	903				hypothetical protein
SU343_00163	CDS	477				hypothetical protein
SU343_00164	CDS	924	ribN_1			Riboflavin transporter
SU343_00165	CDS	1281	codA	3.5.4.1	COG0402	Cytosine deaminase
SU343_00166	CDS	1755		3.6.3.-		Putative multidrug export ATP-binding/permease protein SA1683
SU343_00167	CDS	1845	ilvD_1	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
SU343_00168	CDS	345				hypothetical protein
SU343_00169	CDS	528				hypothetical protein
SU343_00170	CDS	471				hypothetical protein
SU343_00171	CDS	1593	prfC		COG4108	Peptide chain release factor 3
SU343_00172	CDS	930	dhaA_1	3.8.1.5		Haloalkane dehalogenase
SU343_00173	CDS	597	acuR			Transcriptional regulator AcuR
SU343_00174	CDS	1074	dadA_1	1.4.99.-		D-amino acid dehydrogenase
SU343_00175	CDS	1374	aam_1	3.5.1.13	COG0154	Acylamidase
SU343_00176	CDS	801	egtC	3.5.1.118	COG0121	Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
SU343_00177	CDS	249				hypothetical protein
SU343_00178	CDS	513	decR_1		COG1522	DNA-binding transcriptional activator DecR
SU343_00179	CDS	486	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
SU343_00180	CDS	660	yieH_1	3.1.3.-	COG0637	6-phosphogluconate phosphatase
SU343_00181	CDS	855				hypothetical protein
SU343_00182	CDS	804				Uncharacterized protein MT2054
SU343_00183	CDS	699				hypothetical protein
SU343_00184	CDS	903	yedA			Uncharacterized inner membrane transporter YedA
SU343_00185	CDS	993	ydjH_1	2.7.1.-	COG0524	Uncharacterized sugar kinase YdjH
SU343_00186	CDS	693				hypothetical protein
SU343_00187	CDS	1086				hypothetical protein
SU343_00188	CDS	2280	tme	1.1.1.40	COG0280	NADP-dependent malic enzyme
SU343_00189	CDS	2727	mutS		COG0249	DNA mismatch repair protein MutS
SU343_00190	CDS	846	dkgB_1	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
SU343_00191	CDS	390				hypothetical protein
SU343_00192	CDS	2520	actP	3.6.3.4		Copper-transporting P-type ATPase
SU343_00193	CDS	855	lex1	2.-.-.-	COG3306	Lipooligosaccharide biosynthesis protein lex-1
SU343_00194	CDS	2802	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
SU343_00195	CDS	1581	murJ		COG0728	Probable lipid II flippase MurJ
SU343_00196	CDS	531				hypothetical protein
SU343_00197	CDS	1302				hypothetical protein
SU343_00198	CDS	1068	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
SU343_00199	CDS	492				hypothetical protein
SU343_00200	CDS	570	nfuA			Fe/S biogenesis protein NfuA
SU343_00201	CDS	618				hypothetical protein
SU343_00202	CDS	465	hmrR			HTH-type transcriptional regulator HmrR
SU343_00203	CDS	387				hypothetical protein
SU343_00204	CDS	954				IS1595 family transposase ISNwi1
SU343_00205	CDS	543				hypothetical protein
SU343_00206	CDS	180				hypothetical protein
SU343_00207	CDS	384				hypothetical protein
SU343_00208	CDS	501				hypothetical protein
SU343_00209	CDS	1197	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
SU343_00210	CDS	564	regA_1		COG4567	Photosynthetic apparatus regulatory protein RegA
SU343_00211	CDS	1332	regB_1	2.7.13.3		Sensor histidine kinase RegB
SU343_00212	CDS	2463				hypothetical protein
SU343_00213	CDS	891				hypothetical protein
SU343_00214	CDS	699				hypothetical protein
SU343_00215	CDS	1332				hypothetical protein
SU343_00216	CDS	948	sugA_1		COG1175	Trehalose transport system permease protein SugA
SU343_00217	CDS	951	sugB_1		COG0395	Trehalose transport system permease protein SugB
SU343_00218	CDS	207				hypothetical protein
SU343_00219	CDS	1113	sugC_1	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
SU343_00220	CDS	1014	ugpC_1	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
SU343_00221	CDS	1644	dhaK_1	2.7.1.29		Dihydroxyacetone kinase
SU343_00222	CDS	603	dhaL	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
SU343_00223	CDS	390	dhaM	3.5.1.-		Protein-lysine deacetylase
SU343_00224	CDS	303	ptsO		COG1925	Phosphocarrier protein NPr
SU343_00225	CDS	1575	ptsI_1	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
SU343_00226	CDS	426				hypothetical protein
SU343_00227	CDS	987	dhaK_2	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
SU343_00228	CDS	231				hypothetical protein
SU343_00229	CDS	1908	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
SU343_00230	CDS	1083				hypothetical protein
SU343_00231	CDS	2427				hypothetical protein
SU343_00232	CDS	897	gtaB_1	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
SU343_00233	CDS	984				hypothetical protein
SU343_00234	CDS	951				hypothetical protein
SU343_00235	CDS	990				hypothetical protein
SU343_00236	CDS	1173				hypothetical protein
SU343_00237	CDS	1497	wzxC		COG2244	Lipopolysaccharide biosynthesis protein WzxC
SU343_00238	CDS	1023				hypothetical protein
SU343_00239	CDS	1080				hypothetical protein
SU343_00240	CDS	450				hypothetical protein
SU343_00241	CDS	1443	fdhL_1	1.1.99.11		Fructose dehydrogenase large subunit
SU343_00242	CDS	1332	ywqF	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase YwqF
SU343_00243	CDS	882	exoK	3.2.1.-		Endo-1,3-1,4-beta-glycanase ExoK
SU343_00244	CDS	402				hypothetical protein
SU343_00245	CDS	1023				hypothetical protein
SU343_00246	CDS	1125				hypothetical protein
SU343_00247	CDS	153				hypothetical protein
SU343_00248	CDS	300				hypothetical protein
SU343_00249	CDS	516				hypothetical protein
SU343_00250	CDS	1923				hypothetical protein
SU343_00251	CDS	1032				hypothetical protein
SU343_00252	CDS	1845	hepA_1		COG1132	Heterocyst differentiation ATP-binding protein HepA
SU343_00253	CDS	249				hypothetical protein
SU343_00254	CDS	678	epsL	2.-.-.-	COG2148	Uncharacterized sugar transferase EpsL
SU343_00255	CDS	1260				hypothetical protein
SU343_00256	CDS	600				hypothetical protein
SU343_00257	CDS	735	gdhI	1.1.1.47	COG1028	Glucose 1-dehydrogenase 1
SU343_00258	CDS	897				hypothetical protein
SU343_00259	CDS	1314				hypothetical protein
SU343_00260	CDS	828	bdhA_1	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
SU343_00261	CDS	486	acxC	6.4.1.6	COG4647	Acetone carboxylase gamma subunit
SU343_00262	CDS	2205	acxB	6.4.1.6	COG0146	Acetone carboxylase alpha subunit
SU343_00263	CDS	2142	acxA	6.4.1.6	COG0145	Acetone carboxylase beta subunit
SU343_00264	CDS	1623	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
SU343_00265	CDS	1350				hypothetical protein
SU343_00266	CDS	1530	merA	1.16.1.1		Mercuric reductase
SU343_00267	CDS	123				hypothetical protein
SU343_00268	CDS	1275				hypothetical protein
SU343_00269	CDS	1575				hypothetical protein
SU343_00270	CDS	999				hypothetical protein
SU343_00271	CDS	570				hypothetical protein
SU343_00272	CDS	1440	aldHT	1.2.1.5		Aldehyde dehydrogenase, thermostable
SU343_00273	CDS	660				hypothetical protein
SU343_00274	CDS	2412	abo_2	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
SU343_00275	CDS	1254	soxB_1	1.5.3.1		Sarcosine oxidase subunit beta
SU343_00276	CDS	267	soxD_1	1.5.3.1		Sarcosine oxidase subunit delta
SU343_00277	CDS	2886	soxA_1	1.5.3.1		Sarcosine oxidase subunit alpha
SU343_00278	CDS	543				hypothetical protein
SU343_00279	CDS	675				hypothetical protein
SU343_00280	CDS	1212				hypothetical protein
SU343_00281	CDS	486				hypothetical protein
SU343_00282	CDS	561	msuE	1.5.1.38	COG0431	FMN reductase (NADPH)
SU343_00283	CDS	1248	soxC			Dibenzothiophene desulfurization enzyme C
SU343_00284	CDS	807	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
SU343_00285	CDS	1338				hypothetical protein
SU343_00286	CDS	1041				hypothetical protein
SU343_00287	CDS	900	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
SU343_00288	CDS	927	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
SU343_00289	CDS	1104	rutA_2	1.14.99.46	COG2141	Pyrimidine monooxygenase RutA
SU343_00290	CDS	1461				hypothetical protein
SU343_00291	CDS	1173	msuD	1.14.14.5	COG2141	Methanesulfonate monooxygenase
SU343_00292	CDS	252				hypothetical protein
SU343_00293	CDS	114				hypothetical protein
SU343_00294	tRNA	76				tRNA-Ala(ggc)
SU343_00295	CDS	387				hypothetical protein
SU343_00296	CDS	1359	aroA	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
SU343_00297	CDS	651	cmk	2.7.4.25		Cytidylate kinase
SU343_00298	CDS	1698	rpsA		COG0539	30S ribosomal protein S1
SU343_00299	CDS	1866				hypothetical protein
SU343_00300	CDS	708	polS_1	1.1.1.14		Sorbitol dehydrogenase
SU343_00301	CDS	1581	aruI	4.1.1.75	COG0028	Probable 2-ketoarginine decarboxylase AruI
SU343_00302	CDS	678	betI_1			HTH-type transcriptional regulator BetI
SU343_00303	CDS	849		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
SU343_00304	CDS	816	occP			Octopine permease ATP-binding protein P
SU343_00305	CDS	798	hisJ		COG0834	Histidine-binding periplasmic protein
SU343_00306	CDS	666	hisQ		COG4215	Histidine transport system permease protein HisQ
SU343_00307	CDS	810				hypothetical protein
SU343_00308	CDS	1002	comC	1.1.1.338	COG2055	(2R)-3-sulfolactate dehydrogenase (NADP(+))
SU343_00309	CDS	1137				hypothetical protein
SU343_00310	CDS	957	cdhR_1		COG4977	HTH-type transcriptional regulator CdhR
SU343_00311	CDS	453				hypothetical protein
SU343_00312	CDS	978				hypothetical protein
SU343_00313	CDS	1368	ptlI	1.14.13.133	COG2124	Pentalenene oxygenase
SU343_00314	CDS	570	azr	1.7.-.-	COG0431	FMN-dependent NADPH-azoreductase
SU343_00315	CDS	2631				hypothetical protein
SU343_00316	CDS	2472	gyrB	5.99.1.3		DNA gyrase subunit B
SU343_00317	CDS	1149				hypothetical protein
SU343_00318	CDS	918				hypothetical protein
SU343_00319	CDS	1398	pntB	1.6.1.2	COG1282	NAD(P) transhydrogenase subunit beta
SU343_00320	CDS	426				hypothetical protein
SU343_00321	CDS	1272	pntAA	1.6.1.2	COG3288	NAD(P) transhydrogenase subunit alpha part 1
SU343_00322	CDS	225				hypothetical protein
SU343_00323	CDS	150				hypothetical protein
SU343_00324	CDS	768				hypothetical protein
SU343_00325	CDS	2316				hypothetical protein
SU343_00326	CDS	3480				hypothetical protein
SU343_00327	CDS	534				hypothetical protein
SU343_00328	CDS	612				hypothetical protein
SU343_00329	CDS	927	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
SU343_00330	CDS	585				hypothetical protein
SU343_00331	CDS	1791				hypothetical protein
SU343_00332	CDS	1029		1.1.1.301		D-arabitol-phosphate dehydrogenase
SU343_00333	CDS	525				hypothetical protein
SU343_00334	CDS	1110	takP		COG4663	Alpha-keto acid-binding periplasmic protein TakP
SU343_00335	CDS	792	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
SU343_00336	CDS	399				hypothetical protein
SU343_00337	CDS	585				hypothetical protein
SU343_00338	CDS	984		1.1.1.215	COG1052	2-ketogluconate reductase
SU343_00339	CDS	978	cytR_1		COG1609	HTH-type transcriptional repressor CytR
SU343_00340	CDS	1032	ribN_2			Riboflavin transporter
SU343_00341	CDS	423				hypothetical protein
SU343_00342	CDS	873	rhaS_1			HTH-type transcriptional activator RhaS
SU343_00343	CDS	471	slyA_1			Transcriptional regulator SlyA
SU343_00344	CDS	1068	yciC		COG0523	Putative metal chaperone YciC
SU343_00345	CDS	753	cdh	3.6.1.26	COG2134	Probable CDP-diacylglycerol pyrophosphatase
SU343_00346	CDS	975				hypothetical protein
SU343_00347	CDS	456				hypothetical protein
SU343_00348	CDS	459	slyA_2			Transcriptional regulator SlyA
SU343_00349	CDS	453				hypothetical protein
SU343_00350	CDS	1383	hemL2	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase 2
SU343_00351	CDS	1401	puuA_1	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
SU343_00352	CDS	1311				hypothetical protein
SU343_00353	CDS	1470				hypothetical protein
SU343_00354	CDS	1266	ttuD	1.1.1.81		Putative hydroxypyruvate reductase
SU343_00355	CDS	504				hypothetical protein
SU343_00356	CDS	1314	guaD	3.5.4.3	COG0402	Guanine deaminase
SU343_00357	CDS	1218				hypothetical protein
SU343_00358	CDS	921	dmlR_1			HTH-type transcriptional regulator DmlR
SU343_00359	CDS	975	rutA_3	1.14.99.46		Pyrimidine monooxygenase RutA
SU343_00360	CDS	1248	ntaA_1	1.14.14.10		Nitrilotriacetate monooxygenase component A
SU343_00361	CDS	906				hypothetical protein
SU343_00362	CDS	2346	pucD	1.17.1.4	COG1529	Probable xanthine dehydrogenase subunit D
SU343_00363	CDS	1482				hypothetical protein
SU343_00364	CDS	375	pucM	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
SU343_00365	CDS	1419				hypothetical protein
SU343_00366	CDS	864	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
SU343_00367	CDS	492	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
SU343_00368	CDS	594				hypothetical protein
SU343_00369	CDS	1986				hypothetical protein
SU343_00370	CDS	1587				hypothetical protein
SU343_00371	CDS	960	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
SU343_00372	CDS	825	ddpC_2		COG1173	Probable D,D-dipeptide transport system permease protein DdpC
SU343_00373	CDS	1656	gsiA_1	3.6.3.-	COG1123	Glutathione import ATP-binding protein GsiA
SU343_00374	CDS	1590	oppA_1		COG4166	Oligopeptide-binding protein OppA
SU343_00375	CDS	840				hypothetical protein
SU343_00376	CDS	936				IS110 family transposase ISCc2
SU343_00377	CDS	567	sigW_1		COG1595	ECF RNA polymerase sigma factor SigW
SU343_00378	CDS	669				hypothetical protein
SU343_00379	CDS	1446				hypothetical protein
SU343_00380	CDS	750				hypothetical protein
SU343_00381	CDS	1023	purR_1			HTH-type transcriptional repressor PurR
SU343_00382	CDS	1356				hypothetical protein
SU343_00383	CDS	1014	lacF_1			Lactose transport system permease protein LacF
SU343_00384	CDS	1155				hypothetical protein
SU343_00385	CDS	1665	malL_1	3.2.1.10	COG0366	Oligo-1,6-glucosidase 1
SU343_00386	CDS	1113	malK_1	3.6.3.19	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
SU343_00387	CDS	237				hypothetical protein
SU343_00388	CDS	204				hypothetical protein
SU343_00389	CDS	198				hypothetical protein
SU343_00390	CDS	1248	hcaE_1	1.14.12.19		3-phenylpropionate/cinnamic acid dioxygenase subunit alpha
SU343_00391	CDS	1107	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
SU343_00392	CDS	630	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
SU343_00393	CDS	465	ygaU		COG1652	Uncharacterized protein YgaU
SU343_00394	CDS	438	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
SU343_00395	CDS	1611	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
SU343_00396	CDS	702	baeR		COG0745	Transcriptional regulatory protein BaeR
SU343_00397	CDS	1785	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
SU343_00398	CDS	462				hypothetical protein
SU343_00399	CDS	402				hypothetical protein
SU343_00400	CDS	297	ptsH		COG1925	Phosphocarrier protein HPr
SU343_00401	CDS	1401	ahcY	3.3.1.1		Adenosylhomocysteinase
SU343_00402	CDS	2556	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
SU343_00403	CDS	1512				hypothetical protein
SU343_00404	CDS	726	murU	2.7.7.-	COG1208	N-acetylmuramate alpha-1-phosphate uridylyltransferase
