locus_tag	ftype	length_bp	gene	EC_number	COG	product
NZP2077_00163	CDS	1845	ilvD_1	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
NZP2077_00164	CDS	471				hypothetical protein
NZP2077_00165	CDS	1593	prfC		COG4108	Peptide chain release factor 3
NZP2077_00166	CDS	1074	dadA_1	1.4.99.-		D-amino acid dehydrogenase
NZP2077_00167	CDS	1374	aam_1	3.5.1.13	COG0154	Acylamidase
NZP2077_00168	CDS	801	egtC	3.5.1.118	COG0121	Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
NZP2077_00169	CDS	249				hypothetical protein
NZP2077_00170	CDS	471	decR_1		COG1522	DNA-binding transcriptional activator DecR
NZP2077_00171	CDS	486	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
NZP2077_00172	CDS	660	yieH_1	3.1.3.-	COG0637	6-phosphogluconate phosphatase
NZP2077_00173	CDS	852				hypothetical protein
NZP2077_00174	CDS	804				Uncharacterized protein MT2054
NZP2077_00175	CDS	699				hypothetical protein
NZP2077_00176	CDS	909	yedA_1			Uncharacterized inner membrane transporter YedA
NZP2077_00177	CDS	993	ydjH	2.7.1.-	COG0524	Uncharacterized sugar kinase YdjH
NZP2077_00178	CDS	165				hypothetical protein
NZP2077_00179	CDS	1086				hypothetical protein
NZP2077_00180	CDS	2280	tme	1.1.1.40	COG0280	NADP-dependent malic enzyme
NZP2077_00181	CDS	1188				hypothetical protein
NZP2077_00182	CDS	2730	mutS		COG0249	DNA mismatch repair protein MutS
NZP2077_00183	CDS	846	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
NZP2077_00184	CDS	390				hypothetical protein
NZP2077_00185	CDS	2514	actP	3.6.3.4		Copper-transporting P-type ATPase
NZP2077_00186	CDS	804	lex1	2.-.-.-	COG3306	Lipooligosaccharide biosynthesis protein lex-1
NZP2077_00187	CDS	120				hypothetical protein
NZP2077_00188	CDS	747				hypothetical protein
NZP2077_00189	CDS	2802	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
NZP2077_00190	CDS	1599	murJ		COG0728	Probable lipid II flippase MurJ
NZP2077_00191	CDS	1068	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
NZP2077_00192	CDS	492				hypothetical protein
NZP2077_00193	CDS	570	nfuA_1			Fe/S biogenesis protein NfuA
NZP2077_00194	CDS	618				hypothetical protein
NZP2077_00195	CDS	414	hmrR			HTH-type transcriptional regulator HmrR
NZP2077_00196	CDS	501				hypothetical protein
NZP2077_00197	CDS	1197	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
NZP2077_00198	CDS	564	regA_1		COG4567	Photosynthetic apparatus regulatory protein RegA
NZP2077_00199	CDS	1332	regB_1	2.7.13.3		Sensor histidine kinase RegB
NZP2077_00200	CDS	2463				hypothetical protein
NZP2077_00201	CDS	891				hypothetical protein
NZP2077_00202	CDS	699	mca	3.5.1.115		Mycothiol S-conjugate amidase
NZP2077_00203	CDS	1332				hypothetical protein
NZP2077_00204	CDS	948	sugA_1		COG1175	Trehalose transport system permease protein SugA
NZP2077_00205	CDS	951	sugB_1		COG0395	Trehalose transport system permease protein SugB
NZP2077_00206	CDS	207				hypothetical protein
NZP2077_00207	CDS	1113	sugC_1	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
NZP2077_00208	CDS	1014	ugpC_1	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
NZP2077_00209	CDS	1644	dhaK_1	2.7.1.29		Dihydroxyacetone kinase
NZP2077_00210	CDS	603	dhaL	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
NZP2077_00211	CDS	390	dhaM	3.5.1.-		Protein-lysine deacetylase
NZP2077_00212	CDS	303	ptsO		COG1925	Phosphocarrier protein NPr
NZP2077_00213	CDS	1575	ptsI_1	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
NZP2077_00214	CDS	447				hypothetical protein
NZP2077_00215	CDS	987	dhaK_2	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
NZP2077_00216	CDS	1029				hypothetical protein
NZP2077_00217	CDS	969				hypothetical protein
NZP2077_00218	CDS	435				hypothetical protein
NZP2077_00219	CDS	285				hypothetical protein
NZP2077_00220	CDS	462				hypothetical protein
NZP2077_00221	CDS	1908	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
NZP2077_00222	CDS	294				hypothetical protein
NZP2077_00223	CDS	516				hypothetical protein
NZP2077_00224	CDS	210				hypothetical protein
NZP2077_00225	CDS	2388				hypothetical protein
NZP2077_00226	CDS	897	gtaB_1	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
NZP2077_00227	CDS	969				hypothetical protein
NZP2077_00228	CDS	951				hypothetical protein
NZP2077_00229	CDS	990				hypothetical protein
NZP2077_00230	CDS	1173				hypothetical protein
NZP2077_00231	CDS	1485				hypothetical protein
NZP2077_00232	CDS	894	pssM	2.5.1.98		Exopolysaccharide glucosyl ketal-pyruvate-transferase
NZP2077_00233	CDS	1029				hypothetical protein
NZP2077_00234	CDS	822				hypothetical protein
NZP2077_00235	CDS	1332	ywqF	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase YwqF
NZP2077_00236	CDS	882	exoK	3.2.1.-		Endo-1,3-1,4-beta-glycanase ExoK
NZP2077_00237	CDS	402				hypothetical protein
NZP2077_00238	CDS	1092				hypothetical protein
NZP2077_00239	CDS	1131				hypothetical protein
NZP2077_00240	CDS	153				hypothetical protein
NZP2077_00241	CDS	300				hypothetical protein
NZP2077_00242	CDS	519				hypothetical protein
NZP2077_00243	CDS	1926	asnO	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 3
NZP2077_00244	CDS	903				hypothetical protein
NZP2077_00245	CDS	1782	hepA		COG1132	Heterocyst differentiation ATP-binding protein HepA
NZP2077_00246	CDS	249				hypothetical protein
NZP2077_00247	CDS	678	epsL	2.-.-.-	COG2148	Uncharacterized sugar transferase EpsL
NZP2077_00248	CDS	1260				hypothetical protein
NZP2077_00249	CDS	558	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
NZP2077_00250	CDS	1308				hypothetical protein
NZP2077_00251	CDS	828	bdhA_1	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
NZP2077_00252	CDS	486	acxC	6.4.1.6	COG4647	Acetone carboxylase gamma subunit
NZP2077_00253	CDS	2205	acxB	6.4.1.6	COG0146	Acetone carboxylase alpha subunit
NZP2077_00254	CDS	2160	acxA	6.4.1.6	COG0145	Acetone carboxylase beta subunit
NZP2077_00255	CDS	765				hypothetical protein
NZP2077_00256	CDS	750	LRA5	1.1.1.401		2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD(+))
NZP2077_00257	CDS	1350				hypothetical protein
NZP2077_00258	CDS	1527	merA	1.16.1.1		Mercuric reductase
NZP2077_00259	CDS	1233				hypothetical protein
NZP2077_00260	CDS	1575				hypothetical protein
NZP2077_00261	CDS	576				hypothetical protein
NZP2077_00262	CDS	1440	aldHT_1	1.2.1.5		Aldehyde dehydrogenase, thermostable
NZP2077_00263	CDS	663				hypothetical protein
NZP2077_00264	CDS	486				hypothetical protein
NZP2077_00265	CDS	561	msuE_1	1.5.1.38	COG0431	FMN reductase (NADPH)
NZP2077_00266	CDS	1248	soxC			Dibenzothiophene desulfurization enzyme C
NZP2077_00267	CDS	807	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
NZP2077_00268	CDS	1338				hypothetical protein
NZP2077_00269	CDS	1041				hypothetical protein
NZP2077_00270	CDS	900	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
NZP2077_00271	CDS	951	btuD_1	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
NZP2077_00272	CDS	1101	rutA_2	1.14.99.46	COG2141	Pyrimidine monooxygenase RutA
NZP2077_00273	CDS	1431				hypothetical protein
NZP2077_00274	CDS	1173	msuD	1.14.14.5	COG2141	Methanesulfonate monooxygenase
NZP2077_00275	CDS	675	rspR_1		COG1802	HTH-type transcriptional repressor RspR
NZP2077_00276	CDS	2271				hypothetical protein
NZP2077_00277	CDS	420	pduE	4.2.1.28	COG4910	Propanediol dehydratase small subunit
NZP2077_00278	CDS	699	rutB_1	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
NZP2077_00279	CDS	1527				hypothetical protein
NZP2077_00280	CDS	765	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
NZP2077_00281	CDS	1011	srkA	2.7.11.1		Stress response kinase A
NZP2077_00282	CDS	1284	patA	2.6.1.82	COG4992	Putrescine aminotransferase
NZP2077_00283	CDS	762	bacC_1	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
NZP2077_00284	tRNA	76				tRNA-Ala(ggc)
NZP2077_00285	CDS	387				hypothetical protein
NZP2077_00286	CDS	1359	aroA	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
NZP2077_00287	CDS	363				hypothetical protein
NZP2077_00288	CDS	651	cmk	2.7.4.25		Cytidylate kinase
NZP2077_00289	CDS	1698	rpsA		COG0539	30S ribosomal protein S1
NZP2077_00290	CDS	708	polS_1	1.1.1.14		Sorbitol dehydrogenase
NZP2077_00291	CDS	1617	aruI	4.1.1.75	COG0028	Probable 2-ketoarginine decarboxylase AruI
NZP2077_00292	CDS	894		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
NZP2077_00293	CDS	816	occP_1			Octopine permease ATP-binding protein P
NZP2077_00294	CDS	801	hisJ		COG0834	Histidine-binding periplasmic protein
NZP2077_00295	CDS	666	hisQ_1		COG4215	Histidine transport system permease protein HisQ
NZP2077_00296	CDS	810				hypothetical protein
NZP2077_00297	CDS	1005	comC_1	1.1.1.338	COG2055	(2R)-3-sulfolactate dehydrogenase (NADP(+))
NZP2077_00298	CDS	1146				hypothetical protein
NZP2077_00299	CDS	798	cdhR_1		COG4977	HTH-type transcriptional regulator CdhR
NZP2077_00300	CDS	453				hypothetical protein
NZP2077_00301	CDS	978				hypothetical protein
NZP2077_00302	CDS	1368	cypB		COG0369	Bifunctional cytochrome P450/NADPH--P450 reductase 2
NZP2077_00303	CDS	570				hypothetical protein
NZP2077_00304	CDS	2634				hypothetical protein
NZP2077_00305	CDS	2631				hypothetical protein
NZP2077_00306	CDS	2472	gyrB	5.99.1.3		DNA gyrase subunit B
NZP2077_00307	CDS	918				hypothetical protein
NZP2077_00308	CDS	1407	pntB	1.6.1.2	COG1282	NAD(P) transhydrogenase subunit beta
NZP2077_00309	CDS	426				hypothetical protein
NZP2077_00310	CDS	1275	pntAA	1.6.1.2	COG3288	NAD(P) transhydrogenase subunit alpha part 1
NZP2077_00311	CDS	225				hypothetical protein
NZP2077_00312	CDS	816	dhaA_1	3.8.1.5		Haloalkane dehalogenase
NZP2077_00313	CDS	150				hypothetical protein
NZP2077_00314	tRNA	80				tRNA-Ile(gat)
NZP2077_00315	CDS	2316			COG2199	Uncharacterized signaling protein CC_0091
NZP2077_00316	CDS	3480				hypothetical protein
NZP2077_00317	CDS	540				hypothetical protein
NZP2077_00318	CDS	612				hypothetical protein
NZP2077_00319	CDS	996	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
NZP2077_00320	CDS	585				hypothetical protein
NZP2077_00321	CDS	1791				hypothetical protein
NZP2077_00322	CDS	1029		1.1.1.301		D-arabitol-phosphate dehydrogenase
NZP2077_00323	CDS	1110	takP		COG4663	Alpha-keto acid-binding periplasmic protein TakP
NZP2077_00324	CDS	774	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
NZP2077_00325	CDS	390				hypothetical protein
NZP2077_00326	CDS	984		1.1.1.215	COG1052	2-ketogluconate reductase
NZP2077_00327	CDS	978	cytR		COG1609	HTH-type transcriptional repressor CytR
NZP2077_00328	CDS	885	ribN_2			Riboflavin transporter
NZP2077_00329	CDS	1239	emrD			Multidrug resistance protein D
NZP2077_00330	CDS	423				hypothetical protein
NZP2077_00331	CDS	894	rhaS_1			HTH-type transcriptional activator RhaS
NZP2077_00332	CDS	471	slyA_1			Transcriptional regulator SlyA
NZP2077_00333	CDS	1041	yciC		COG0523	Putative metal chaperone YciC
NZP2077_00334	CDS	375				hypothetical protein
NZP2077_00335	CDS	975				hypothetical protein
NZP2077_00336	CDS	819				hypothetical protein
NZP2077_00337	CDS	453				hypothetical protein
NZP2077_00338	CDS	1380	hemL2_1	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase 2
NZP2077_00339	CDS	1401	puuA_1	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
NZP2077_00340	CDS	1236				hypothetical protein
NZP2077_00341	CDS	1467				hypothetical protein
NZP2077_00342	CDS	1266	ttuD	1.1.1.81		Putative hydroxypyruvate reductase
NZP2077_00343	CDS	504				hypothetical protein
NZP2077_00344	CDS	1314	guaD	3.5.4.3	COG0402	Guanine deaminase
NZP2077_00345	CDS	1218				hypothetical protein
NZP2077_00346	CDS	921	dmlR_1			HTH-type transcriptional regulator DmlR
NZP2077_00347	CDS	1011	rutA_3	1.14.99.46		Pyrimidine monooxygenase RutA
NZP2077_00348	CDS	1248	ntaA_1	1.14.14.10		Nitrilotriacetate monooxygenase component A
NZP2077_00349	CDS	837	phzF_1	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
NZP2077_00350	CDS	1092				hypothetical protein
NZP2077_00351	CDS	2364	xdhA	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
NZP2077_00352	CDS	1482				hypothetical protein
NZP2077_00353	CDS	375	pucM	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
NZP2077_00354	CDS	1419				hypothetical protein
NZP2077_00355	CDS	864	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
NZP2077_00356	CDS	507	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
NZP2077_00357	CDS	594				hypothetical protein
NZP2077_00358	CDS	1986				hypothetical protein
NZP2077_00359	CDS	1587				hypothetical protein
NZP2077_00360	CDS	960	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
NZP2077_00361	CDS	825	ddpC_2		COG1173	Probable D,D-dipeptide transport system permease protein DdpC
NZP2077_00362	CDS	1656	gsiA_2	3.6.3.-	COG1123	Glutathione import ATP-binding protein GsiA
NZP2077_00363	CDS	1590				hypothetical protein
NZP2077_00364	CDS	840				hypothetical protein
NZP2077_00365	CDS	567	sigW		COG1595	ECF RNA polymerase sigma factor SigW
NZP2077_00366	CDS	687				hypothetical protein
NZP2077_00367	CDS	1446				hypothetical protein
NZP2077_00368	CDS	651				hypothetical protein
NZP2077_00369	CDS	1023	rafR			HTH-type transcriptional regulator RafR
NZP2077_00370	CDS	1356				hypothetical protein
NZP2077_00371	CDS	1014	lacF_1			Lactose transport system permease protein LacF
NZP2077_00372	CDS	1155				hypothetical protein
NZP2077_00373	CDS	1665	malL_1	3.2.1.10	COG0366	Oligo-1,6-glucosidase 1
NZP2077_00374	CDS	1113	malK_1	3.6.3.19	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
NZP2077_00375	CDS	165				hypothetical protein
NZP2077_00376	CDS	1248	hcaE_1	1.14.12.19		3-phenylpropionate/cinnamic acid dioxygenase subunit alpha
NZP2077_00377	CDS	1110	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
NZP2077_00378	CDS	480				hypothetical protein
NZP2077_00379	CDS	1044				hypothetical protein
