locus_tag	ftype	length_bp	gene	EC_number	COG	product
NZP2014_00136	CDS	1008	dppB_3		COG0601	Dipeptide transport system permease protein DppB
NZP2014_00137	CDS	1599	dppA_1		COG0747	Periplasmic dipeptide transport protein
NZP2014_00138	CDS	120				hypothetical protein
NZP2014_00139	CDS	2043	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
NZP2014_00140	CDS	747	prmA_1	2.1.1.-		Ribosomal protein L11 methyltransferase
NZP2014_00141	CDS	723	gph_1	3.1.3.18	COG0546	Phosphoglycolate phosphatase
NZP2014_00142	CDS	1644	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
NZP2014_00143	CDS	1494	tauR		COG1167	HTH-type transcriptional regulator TauR
NZP2014_00144	CDS	1590	mtgB_1	2.1.1.-	COG5598	Glycine betaine methyltransferase
NZP2014_00145	CDS	399				hypothetical protein
NZP2014_00146	CDS	1392	srpC_1		COG2059	Probable chromate transport protein
NZP2014_00147	CDS	825				hypothetical protein
NZP2014_00148	CDS	1806	araC_1	4.2.1.25		L-arabonate dehydratase
NZP2014_00149	CDS	450				hypothetical protein
NZP2014_00150	CDS	1167				Iron-sulfur cluster carrier protein
NZP2014_00151	CDS	378				hypothetical protein
NZP2014_00152	CDS	1005				hypothetical protein
NZP2014_00153	CDS	642				hypothetical protein
NZP2014_00154	CDS	960	oxyR_1			Hydrogen peroxide-inducible genes activator
NZP2014_00155	CDS	480	hndA	1.12.1.3	COG1905	NADP-reducing hydrogenase subunit HndA
NZP2014_00156	CDS	1557	hndC	1.12.1.3	COG1145	NADP-reducing hydrogenase subunit HndC
NZP2014_00157	CDS	2913		1.17.1.9		Putative formate dehydrogenase SA2102
NZP2014_00158	CDS	831	fdhD		COG1526	Sulfur carrier protein FdhD
NZP2014_00159	CDS	312				hypothetical protein
NZP2014_00160	CDS	1593	rutD_1	3.5.1.-		Putative aminoacrylate hydrolase RutD
NZP2014_00161	CDS	480				hypothetical protein
NZP2014_00162	CDS	363				hypothetical protein
NZP2014_00163	CDS	315				hypothetical protein
NZP2014_00164	CDS	1428	prr	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
NZP2014_00165	CDS	816	ydcV_1			Inner membrane ABC transporter permease protein YdcV
NZP2014_00166	CDS	969	ydcU		COG1176	Inner membrane ABC transporter permease protein YdcU
NZP2014_00167	CDS	999	potA_1	3.6.3.31		Spermidine/putrescine import ATP-binding protein PotA
NZP2014_00168	CDS	1155				hypothetical protein
NZP2014_00169	CDS	1035	oxyR_2			Hydrogen peroxide-inducible genes activator
NZP2014_00170	CDS	618				hypothetical protein
NZP2014_00171	CDS	600				hypothetical protein
NZP2014_00172	CDS	675	mprA			Response regulator MprA
NZP2014_00173	CDS	1362	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
NZP2014_00174	CDS	777	glpR_1		COG1349	Glycerol-3-phosphate regulon repressor
NZP2014_00175	CDS	888				hypothetical protein
NZP2014_00176	CDS	2454	abo_1	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
NZP2014_00177	CDS	633				hypothetical protein
NZP2014_00178	CDS	903				hypothetical protein
NZP2014_00179	CDS	924	ribN_1			Riboflavin transporter
NZP2014_00180	CDS	1281	codA	3.5.4.1	COG0402	Cytosine deaminase
NZP2014_00181	CDS	1776		3.6.3.-		Putative multidrug export ATP-binding/permease protein SA1683
NZP2014_00182	CDS	1845	ilvD_1	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
NZP2014_00183	CDS	345				hypothetical protein
NZP2014_00184	CDS	528				hypothetical protein
NZP2014_00185	CDS	471				hypothetical protein
NZP2014_00186	CDS	1593	prfC		COG4108	Peptide chain release factor 3
NZP2014_00187	CDS	1074	hcnC	1.4.99.5		Hydrogen cyanide synthase subunit HcnC
NZP2014_00188	CDS	801	egtC	3.5.1.118	COG0121	Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
NZP2014_00189	CDS	249				hypothetical protein
NZP2014_00190	CDS	471	decR_1		COG1522	DNA-binding transcriptional activator DecR
NZP2014_00191	CDS	486	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
NZP2014_00192	CDS	663	yieH_1	3.1.3.-	COG0637	6-phosphogluconate phosphatase
NZP2014_00193	CDS	855				hypothetical protein
NZP2014_00194	CDS	804				Uncharacterized protein MT2054
NZP2014_00195	CDS	699				hypothetical protein
NZP2014_00196	CDS	903	yedA			Uncharacterized inner membrane transporter YedA
NZP2014_00197	CDS	993	ydjH_1	2.7.1.-	COG0524	Uncharacterized sugar kinase YdjH
NZP2014_00198	CDS	690				hypothetical protein
NZP2014_00199	CDS	960	speB_1	3.5.3.11	COG0010	Agmatinase
NZP2014_00200	CDS	1101	spuD_1			Putrescine-binding periplasmic protein SpuD
NZP2014_00201	CDS	906	gcvA_1			Glycine cleavage system transcriptional activator
NZP2014_00202	CDS	2280	tme	1.1.1.40	COG0280	NADP-dependent malic enzyme
NZP2014_00203	CDS	1161				hypothetical protein
NZP2014_00204	CDS	2727	mutS		COG0249	DNA mismatch repair protein MutS
NZP2014_00205	CDS	846				hypothetical protein
NZP2014_00206	CDS	393				hypothetical protein
NZP2014_00207	CDS	2526	actP	3.6.3.4		Copper-transporting P-type ATPase
NZP2014_00208	CDS	852				hypothetical protein
NZP2014_00209	CDS	804	lex1_1	2.-.-.-	COG3306	Lipooligosaccharide biosynthesis protein lex-1
NZP2014_00210	CDS	807	lex1_2	2.-.-.-	COG3306	Lipooligosaccharide biosynthesis protein lex-1
NZP2014_00211	CDS	798	lex1_3	2.-.-.-	COG3306	Lipooligosaccharide biosynthesis protein lex-1
NZP2014_00212	CDS	2802	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
NZP2014_00213	CDS	1599	murJ		COG0728	Probable lipid II flippase MurJ
NZP2014_00214	CDS	405				hypothetical protein
NZP2014_00215	CDS	246				hypothetical protein
NZP2014_00216	CDS	1068	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
NZP2014_00217	CDS	492				hypothetical protein
NZP2014_00218	CDS	570	nfuA			Fe/S biogenesis protein NfuA
NZP2014_00219	CDS	618				hypothetical protein
NZP2014_00220	CDS	417	hmrR_1			HTH-type transcriptional regulator HmrR
NZP2014_00221	CDS	111				hypothetical protein
NZP2014_00222	CDS	501				hypothetical protein
NZP2014_00223	CDS	1197	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
NZP2014_00224	CDS	564	regA_1		COG4567	Photosynthetic apparatus regulatory protein RegA
NZP2014_00225	CDS	1332	regB_1	2.7.13.3		Sensor histidine kinase RegB
NZP2014_00226	CDS	2460				hypothetical protein
NZP2014_00227	CDS	891				hypothetical protein
NZP2014_00228	CDS	699				hypothetical protein
NZP2014_00229	CDS	1332				hypothetical protein
NZP2014_00230	CDS	948	sugA_1		COG1175	Trehalose transport system permease protein SugA
NZP2014_00231	CDS	951	sugB_1		COG0395	Trehalose transport system permease protein SugB
NZP2014_00232	CDS	207				hypothetical protein
NZP2014_00233	CDS	1113	sugC_1	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
NZP2014_00234	CDS	1014	ugpC_1	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
NZP2014_00235	CDS	1644	dhaK_1	2.7.1.29		Dihydroxyacetone kinase
NZP2014_00236	CDS	603	dhaL	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
NZP2014_00237	CDS	390	dhaM	2.7.1.121	COG3412	PTS-dependent dihydroxyacetone kinase, phosphotransferase subunit DhaM
NZP2014_00238	CDS	303				hypothetical protein
NZP2014_00239	CDS	1575	ptsI_1	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
NZP2014_00240	CDS	426				hypothetical protein
NZP2014_00241	CDS	987	dhaK_2	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
NZP2014_00242	CDS	1029				hypothetical protein
NZP2014_00243	CDS	897				hypothetical protein
NZP2014_00244	CDS	435				hypothetical protein
NZP2014_00245	CDS	261				hypothetical protein
NZP2014_00246	CDS	276				hypothetical protein
NZP2014_00247	CDS	1908	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
NZP2014_00248	CDS	1083				hypothetical protein
NZP2014_00249	CDS	2385				hypothetical protein
NZP2014_00250	CDS	897	gtaB_1	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
NZP2014_00251	CDS	984				hypothetical protein
NZP2014_00252	CDS	951				hypothetical protein
NZP2014_00253	CDS	990				hypothetical protein
NZP2014_00254	CDS	1173				hypothetical protein
NZP2014_00255	CDS	1497	wzxC_1		COG2244	Lipopolysaccharide biosynthesis protein WzxC
NZP2014_00256	CDS	1023				hypothetical protein
NZP2014_00257	CDS	1080				hypothetical protein
NZP2014_00258	CDS	450				hypothetical protein
NZP2014_00259	CDS	1446	fdhL_1	1.1.99.11		Fructose dehydrogenase large subunit
NZP2014_00260	CDS	1332	ywqF	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase YwqF
NZP2014_00261	CDS	882	exoK	3.2.1.-		Endo-1,3-1,4-beta-glycanase ExoK
NZP2014_00262	CDS	195				hypothetical protein
NZP2014_00263	CDS	399				hypothetical protein
NZP2014_00264	CDS	1023				hypothetical protein
NZP2014_00265	CDS	1125				hypothetical protein
NZP2014_00266	CDS	153				hypothetical protein
NZP2014_00267	CDS	300				hypothetical protein
NZP2014_00268	CDS	516				hypothetical protein
NZP2014_00269	CDS	1923				hypothetical protein
NZP2014_00270	CDS	1017				hypothetical protein
NZP2014_00271	CDS	1845	hepA		COG1132	Heterocyst differentiation ATP-binding protein HepA
NZP2014_00272	CDS	249				hypothetical protein
NZP2014_00273	CDS	678	epsL	2.-.-.-	COG2148	Uncharacterized sugar transferase EpsL
NZP2014_00274	CDS	1260				hypothetical protein
NZP2014_00275	CDS	1314				hypothetical protein
NZP2014_00276	CDS	828	bdhA_1	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
NZP2014_00277	CDS	486	acxC	6.4.1.6	COG4647	Acetone carboxylase gamma subunit
NZP2014_00278	CDS	2205	acxB	6.4.1.6	COG0146	Acetone carboxylase alpha subunit
NZP2014_00279	CDS	2142	acxA	6.4.1.6	COG0145	Acetone carboxylase beta subunit
NZP2014_00280	CDS	774				hypothetical protein
NZP2014_00281	CDS	753	LRA5	1.1.1.401		2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD(+))
NZP2014_00282	CDS	1446	xynB	3.2.1.37		Beta-xylosidase
NZP2014_00283	CDS	1356				hypothetical protein
NZP2014_00284	CDS	1530	merA	1.16.1.1		Mercuric reductase
NZP2014_00285	CDS	651				hypothetical protein
NZP2014_00286	CDS	2151				hypothetical protein
NZP2014_00287	CDS	981				hypothetical protein
NZP2014_00288	CDS	576				hypothetical protein
NZP2014_00289	CDS	1440	aldHT	1.2.1.5		Aldehyde dehydrogenase, thermostable
NZP2014_00290	CDS	660				hypothetical protein
NZP2014_00291	CDS	2412	abo_2	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
NZP2014_00292	CDS	1254	soxB_1	1.5.3.1		Sarcosine oxidase subunit beta
NZP2014_00293	CDS	267	soxD_1	1.5.3.1		Sarcosine oxidase subunit delta
NZP2014_00294	CDS	2886	soxA_1	1.5.3.1		Sarcosine oxidase subunit alpha
NZP2014_00295	CDS	534				hypothetical protein
NZP2014_00296	CDS	486				hypothetical protein
NZP2014_00297	CDS	561	msuE	1.5.1.38	COG0431	FMN reductase (NADPH)
NZP2014_00298	CDS	1248	soxC			Dibenzothiophene desulfurization enzyme C
NZP2014_00299	CDS	537	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
NZP2014_00300	CDS	1338				hypothetical protein
NZP2014_00301	CDS	1041				hypothetical protein
NZP2014_00302	CDS	900	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
NZP2014_00303	CDS	951	btuD_1	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
NZP2014_00304	CDS	1104	rutA_2	1.14.99.46	COG2141	Pyrimidine monooxygenase RutA
NZP2014_00305	CDS	1440				hypothetical protein
NZP2014_00306	CDS	1173	msuD	1.14.14.5	COG2141	Methanesulfonate monooxygenase
NZP2014_00307	CDS	675	rspR_1		COG1802	HTH-type transcriptional repressor RspR
NZP2014_00308	tRNA	76				tRNA-Ala(ggc)
NZP2014_00309	CDS	396				hypothetical protein
NZP2014_00310	CDS	1359	aroA	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
NZP2014_00311	CDS	651	cmk	2.7.4.25		Cytidylate kinase
NZP2014_00312	CDS	1698	rpsA		COG0539	30S ribosomal protein S1
NZP2014_00313	CDS	708	polS_1	1.1.1.14		Sorbitol dehydrogenase
NZP2014_00314	CDS	1581	aruI	4.1.1.75	COG0028	Probable 2-ketoarginine decarboxylase AruI
NZP2014_00315	CDS	678	betI_1			HTH-type transcriptional regulator BetI
NZP2014_00316	CDS	849		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
NZP2014_00317	CDS	807	occP_1			Octopine permease ATP-binding protein P
NZP2014_00318	CDS	798	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
NZP2014_00319	CDS	789	hisQ_1		COG4215	Histidine transport system permease protein HisQ
NZP2014_00320	CDS	810				hypothetical protein
NZP2014_00321	CDS	963	dpkA	1.5.1.21	COG2055	Delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2-carboxylate reductase
NZP2014_00322	CDS	453				hypothetical protein
NZP2014_00323	CDS	978				hypothetical protein
NZP2014_00324	CDS	1374	ptlI	1.14.13.133	COG2124	Pentalenene oxygenase
NZP2014_00325	CDS	570				hypothetical protein
NZP2014_00326	CDS	2667				hypothetical protein
NZP2014_00327	CDS	2472	gyrB	5.99.1.3		DNA gyrase subunit B
NZP2014_00328	CDS	918				hypothetical protein
NZP2014_00329	CDS	1407	pntB	1.6.1.2	COG1282	NAD(P) transhydrogenase subunit beta
NZP2014_00330	CDS	414				hypothetical protein
NZP2014_00331	CDS	1290	pntAA	1.6.1.2	COG3288	NAD(P) transhydrogenase subunit alpha part 1
NZP2014_00332	CDS	225				hypothetical protein
NZP2014_00333	CDS	213				hypothetical protein
NZP2014_00334	CDS	759				hypothetical protein
NZP2014_00335	CDS	195				hypothetical protein
NZP2014_00336	CDS	2337			COG2199	Uncharacterized signaling protein CC_0091
NZP2014_00337	CDS	3480				hypothetical protein
NZP2014_00338	CDS	534				hypothetical protein
NZP2014_00339	CDS	612				hypothetical protein
NZP2014_00340	CDS	906	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
NZP2014_00341	CDS	585				hypothetical protein
NZP2014_00342	CDS	1779				hypothetical protein
NZP2014_00343	CDS	1029		1.1.1.301		D-arabitol-phosphate dehydrogenase
NZP2014_00344	CDS	1110	takP		COG4663	Alpha-keto acid-binding periplasmic protein TakP
NZP2014_00345	CDS	774	puuD_1	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
NZP2014_00346	CDS	6912				hypothetical protein
NZP2014_00347	CDS	387				hypothetical protein
NZP2014_00348	CDS	984		1.1.1.215	COG1052	2-ketogluconate reductase
NZP2014_00349	CDS	978	cytR_1		COG1609	HTH-type transcriptional repressor CytR
NZP2014_00350	CDS	942	ribN_2			Riboflavin transporter
NZP2014_00351	CDS	423				hypothetical protein
NZP2014_00352	CDS	873	rhaS_1			HTH-type transcriptional activator RhaS
NZP2014_00353	CDS	471	slyA_1			Transcriptional regulator SlyA
NZP2014_00354	CDS	1068	yciC		COG0523	Putative metal chaperone YciC
NZP2014_00355	CDS	975				hypothetical protein
NZP2014_00356	CDS	810				hypothetical protein
NZP2014_00357	CDS	453				hypothetical protein
NZP2014_00358	CDS	1383	hemL2	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase 2
NZP2014_00359	CDS	1401	puuA_1	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
NZP2014_00360	CDS	1236				hypothetical protein
NZP2014_00361	CDS	1470				hypothetical protein
NZP2014_00362	CDS	1266	ttuD	1.1.1.81		Putative hydroxypyruvate reductase
NZP2014_00363	CDS	504				hypothetical protein
NZP2014_00364	CDS	1314	guaD	3.5.4.3	COG0402	Guanine deaminase
NZP2014_00365	CDS	1218				hypothetical protein
NZP2014_00366	CDS	921	dmlR_1			HTH-type transcriptional regulator DmlR
NZP2014_00367	CDS	1002	rutA_3	1.14.99.46		Pyrimidine monooxygenase RutA
NZP2014_00368	CDS	1248	ntaA	1.14.14.10		Nitrilotriacetate monooxygenase component A
NZP2014_00369	CDS	837	yddE	5.1.-.-	COG0384	Uncharacterized isomerase YddE
NZP2014_00370	CDS	882				hypothetical protein
NZP2014_00371	CDS	2364	mop_1	1.2.99.7		Aldehyde oxidoreductase
NZP2014_00372	CDS	1482				hypothetical protein
NZP2014_00373	CDS	375	pucM	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
NZP2014_00374	CDS	1419				hypothetical protein
NZP2014_00375	CDS	864	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
NZP2014_00376	CDS	492	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
NZP2014_00377	CDS	594				hypothetical protein
NZP2014_00378	CDS	1986				hypothetical protein
NZP2014_00379	CDS	1587				hypothetical protein
NZP2014_00380	CDS	960	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
NZP2014_00381	CDS	825	ddpC_2		COG1173	Probable D,D-dipeptide transport system permease protein DdpC
NZP2014_00382	CDS	1656	gsiA_1	3.6.3.-	COG1123	Glutathione import ATP-binding protein GsiA
NZP2014_00383	CDS	1587				hypothetical protein
NZP2014_00384	CDS	840				hypothetical protein
NZP2014_00385	CDS	567	sigW_1		COG1595	ECF RNA polymerase sigma factor SigW
