locus_tag	ftype	length_bp	gene	EC_number	COG	product
NZP2234_00099	CDS	600	cetB	5.1.3.33		2-epi-5-epi-valiolone epimerase
NZP2234_00100	CDS	2295	namA_1	1.6.99.1		NADPH dehydrogenase
NZP2234_00101	CDS	774	bacC_1	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
NZP2234_00102	CDS	471	mhqR		COG1846	HTH-type transcriptional regulator MhqR
NZP2234_00103	CDS	813		4.2.1.17	COG1024	Probable enoyl-CoA hydratase echA12
NZP2234_00104	CDS	1149		1.3.99.-	COG1960	Probable acyl-CoA dehydrogenase fadE25
NZP2234_00105	CDS	396	tdcF_1	3.5.4.-	COG0251	Putative reactive intermediate deaminase TdcF
NZP2234_00106	CDS	1092	rutA_1	1.14.99.46	COG2141	Pyrimidine monooxygenase RutA
NZP2234_00107	CDS	762	garL	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
NZP2234_00108	CDS	1200		2.6.1.1		Aspartate aminotransferase
NZP2234_00109	CDS	798	fliY_1		COG0834	L-cystine-binding protein FliY
NZP2234_00110	CDS	675	yecS_1		COG0765	L-cystine transport system permease protein YecS
NZP2234_00111	CDS	1263	csd_1	2.8.1.7		Probable cysteine desulfurase
NZP2234_00112	CDS	834	oppF_3		COG4608	Oligopeptide transport ATP-binding protein OppF
NZP2234_00113	CDS	858	dppD_1		COG0444	Dipeptide transport ATP-binding protein DppD
NZP2234_00114	CDS	924	dppC_1		COG1173	Dipeptide transport system permease protein DppC
NZP2234_00115	CDS	1008	dppB_3		COG0601	Dipeptide transport system permease protein DppB
NZP2234_00116	CDS	1593	dppA_1		COG0747	Periplasmic dipeptide transport protein
NZP2234_00117	CDS	93				hypothetical protein
NZP2234_00118	CDS	2037	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
NZP2234_00119	CDS	720	prmA_1	2.1.1.-		Ribosomal protein L11 methyltransferase
NZP2234_00120	CDS	723	gph_1	3.1.3.18	COG0546	Phosphoglycolate phosphatase
NZP2234_00121	CDS	1644	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
NZP2234_00122	CDS	1494	tauR		COG1167	HTH-type transcriptional regulator TauR
NZP2234_00123	CDS	1590	mtgB_1	2.1.1.-	COG5598	Glycine betaine methyltransferase
NZP2234_00124	CDS	399				hypothetical protein
NZP2234_00125	CDS	1392	srpC_1		COG2059	Probable chromate transport protein
NZP2234_00126	CDS	819				hypothetical protein
NZP2234_00127	CDS	1806	araC_1	4.2.1.25		L-arabonate dehydratase
NZP2234_00128	CDS	450				hypothetical protein
NZP2234_00129	CDS	1167				Iron-sulfur cluster carrier protein
NZP2234_00130	CDS	1005				hypothetical protein
NZP2234_00131	CDS	642				hypothetical protein
NZP2234_00132	CDS	966	oxyR_1			Hydrogen peroxide-inducible genes activator
NZP2234_00133	CDS	480	hndA	1.12.1.3	COG1905	NADP-reducing hydrogenase subunit HndA
NZP2234_00134	CDS	1557	hndC	1.12.1.3	COG1145	NADP-reducing hydrogenase subunit HndC
NZP2234_00135	CDS	2913		1.17.1.9		Putative formate dehydrogenase SA2102
NZP2234_00136	CDS	831	fdhD		COG1526	Sulfur carrier protein FdhD
NZP2234_00137	CDS	309				hypothetical protein
NZP2234_00138	CDS	1596	rutD_1	3.5.1.-		Putative aminoacrylate hydrolase RutD
NZP2234_00139	CDS	480				hypothetical protein
NZP2234_00140	CDS	363				hypothetical protein
NZP2234_00141	CDS	315				hypothetical protein
NZP2234_00142	CDS	486				hypothetical protein
NZP2234_00143	CDS	1428	prr	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
NZP2234_00144	CDS	816	ydcV_1			Inner membrane ABC transporter permease protein YdcV
NZP2234_00145	CDS	969	ydcU		COG1176	Inner membrane ABC transporter permease protein YdcU
NZP2234_00146	CDS	999	potA_1	3.6.3.31		Spermidine/putrescine import ATP-binding protein PotA
NZP2234_00147	CDS	1155				hypothetical protein
NZP2234_00148	CDS	912	oxyR_2			Hydrogen peroxide-inducible genes activator
NZP2234_00149	CDS	618				hypothetical protein
NZP2234_00150	CDS	600				hypothetical protein
NZP2234_00151	CDS	675	basR			Transcriptional regulatory protein BasR
NZP2234_00152	CDS	1362	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
NZP2234_00153	CDS	450	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
NZP2234_00154	CDS	900				hypothetical protein
NZP2234_00155	CDS	777	glpR_1		COG1349	Glycerol-3-phosphate regulon repressor
NZP2234_00156	CDS	888				hypothetical protein
NZP2234_00157	CDS	2442	abo_1	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
NZP2234_00158	CDS	633				hypothetical protein
NZP2234_00159	CDS	903				hypothetical protein
NZP2234_00160	CDS	924	ribN_1			Riboflavin transporter
NZP2234_00161	CDS	261				hypothetical protein
NZP2234_00162	CDS	1281	codA	3.5.4.1	COG0402	Cytosine deaminase
NZP2234_00163	CDS	1776		3.6.3.-		Putative multidrug export ATP-binding/permease protein SA1683
NZP2234_00164	CDS	1845	ilvD_1	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
NZP2234_00165	CDS	468				hypothetical protein
NZP2234_00166	CDS	1593	prfC		COG4108	Peptide chain release factor 3
NZP2234_00167	CDS	930	dhaA_1	3.8.1.5		Haloalkane dehalogenase
NZP2234_00168	CDS	597	acuR			Transcriptional regulator AcuR
NZP2234_00169	CDS	1074	dadA_1	1.4.99.-		D-amino acid dehydrogenase
NZP2234_00170	CDS	1374	aam_1	3.5.1.13	COG0154	Acylamidase
NZP2234_00171	CDS	801	egtC	3.5.1.118	COG0121	Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
NZP2234_00172	CDS	249				hypothetical protein
NZP2234_00173	CDS	471	decR_1		COG1522	DNA-binding transcriptional activator DecR
NZP2234_00174	CDS	486	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
NZP2234_00175	CDS	660	yieH_1	3.1.3.-	COG0637	6-phosphogluconate phosphatase
NZP2234_00176	CDS	855				hypothetical protein
NZP2234_00177	CDS	801				Uncharacterized protein MT2054
NZP2234_00178	CDS	999	lhpH	4.2.1.77	COG3938	Trans-3-hydroxy-L-proline dehydratase
NZP2234_00179	CDS	711				hypothetical protein
NZP2234_00180	CDS	903	yedA			Uncharacterized inner membrane transporter YedA
NZP2234_00181	CDS	993	ydjH_1	2.7.1.-	COG0524	Uncharacterized sugar kinase YdjH
NZP2234_00182	CDS	699				hypothetical protein
NZP2234_00183	CDS	2280	tme	1.1.1.40	COG0280	NADP-dependent malic enzyme
NZP2234_00184	CDS	2730	mutS		COG0249	DNA mismatch repair protein MutS
NZP2234_00185	CDS	846	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
NZP2234_00186	CDS	393				hypothetical protein
NZP2234_00187	CDS	2517	actP	3.6.3.4		Copper-transporting P-type ATPase
NZP2234_00188	CDS	804				hypothetical protein
NZP2234_00189	CDS	804	lex1	2.-.-.-	COG3306	Lipooligosaccharide biosynthesis protein lex-1
NZP2234_00190	CDS	2802	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
NZP2234_00191	CDS	1665	murJ		COG0728	Probable lipid II flippase MurJ
NZP2234_00192	CDS	1068	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
NZP2234_00193	CDS	492				hypothetical protein
NZP2234_00194	CDS	570	nfuA			Fe/S biogenesis protein NfuA
NZP2234_00195	CDS	618				hypothetical protein
NZP2234_00196	CDS	414	hmrR			HTH-type transcriptional regulator HmrR
NZP2234_00197	CDS	174				hypothetical protein
NZP2234_00198	CDS	954				IS1595 family transposase ISNwi1
NZP2234_00199	CDS	957				hypothetical protein
NZP2234_00200	CDS	186				hypothetical protein
NZP2234_00201	CDS	660				hypothetical protein
NZP2234_00202	CDS	348				hypothetical protein
NZP2234_00203	CDS	387				hypothetical protein
NZP2234_00204	CDS	513				hypothetical protein
NZP2234_00205	CDS	1194	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
NZP2234_00206	CDS	564	regA_1		COG4567	Photosynthetic apparatus regulatory protein RegA
NZP2234_00207	CDS	1332	regB_1	2.7.13.3		Sensor histidine kinase RegB
NZP2234_00208	CDS	2463				hypothetical protein
NZP2234_00209	CDS	891				hypothetical protein
NZP2234_00210	CDS	699	mca	3.5.1.115		Mycothiol S-conjugate amidase
NZP2234_00211	CDS	1332				hypothetical protein
NZP2234_00212	CDS	948	sugA_1		COG1175	Trehalose transport system permease protein SugA
NZP2234_00213	CDS	951	sugB_1		COG0395	Trehalose transport system permease protein SugB
NZP2234_00214	CDS	207				hypothetical protein
NZP2234_00215	CDS	1113	sugC_1	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
NZP2234_00216	CDS	1014	ugpC_1	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
NZP2234_00217	CDS	1644	dhaK_1	2.7.1.29		Dihydroxyacetone kinase
NZP2234_00218	CDS	603	dhaL_1	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
NZP2234_00219	CDS	390	dhaM	2.7.1.121	COG3412	PTS-dependent dihydroxyacetone kinase, phosphotransferase subunit DhaM
NZP2234_00220	CDS	303	ptsH		COG1925	Phosphocarrier protein HPr
NZP2234_00221	CDS	1575	ptsI_1	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
NZP2234_00222	CDS	426				hypothetical protein
NZP2234_00223	CDS	987	dhaK_2	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
NZP2234_00224	CDS	1014				hypothetical protein
NZP2234_00225	CDS	900				hypothetical protein
NZP2234_00226	CDS	435				hypothetical protein
NZP2234_00227	CDS	285				hypothetical protein
NZP2234_00228	CDS	117				hypothetical protein
NZP2234_00229	CDS	867				hypothetical protein
NZP2234_00230	CDS	1908	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
NZP2234_00231	CDS	1083				hypothetical protein
NZP2234_00232	CDS	759	prpE	3.6.1.17	COG0639	Bis(5'-nucleosyl)-tetraphosphatase PrpE [asymmetrical]
NZP2234_00233	CDS	2388				hypothetical protein
NZP2234_00234	CDS	177				hypothetical protein
NZP2234_00235	CDS	897	gtaB_1	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
NZP2234_00236	CDS	984				hypothetical protein
NZP2234_00237	CDS	951				hypothetical protein
NZP2234_00238	CDS	990				hypothetical protein
NZP2234_00239	CDS	1173				hypothetical protein
NZP2234_00240	CDS	1290				hypothetical protein
NZP2234_00241	CDS	789				hypothetical protein
NZP2234_00242	CDS	1497				hypothetical protein
NZP2234_00243	CDS	1023				hypothetical protein
NZP2234_00244	CDS	1080				hypothetical protein
NZP2234_00245	CDS	450				hypothetical protein
NZP2234_00246	CDS	1446	fdhL_1	1.1.99.11		Fructose dehydrogenase large subunit
NZP2234_00247	CDS	1332	ywqF	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase YwqF
NZP2234_00248	CDS	882				hypothetical protein
NZP2234_00249	CDS	399				hypothetical protein
NZP2234_00250	CDS	1089				hypothetical protein
NZP2234_00251	CDS	1131				hypothetical protein
NZP2234_00252	CDS	153				hypothetical protein
NZP2234_00253	CDS	300				hypothetical protein
NZP2234_00254	CDS	510				hypothetical protein
NZP2234_00255	CDS	1965				hypothetical protein
NZP2234_00256	CDS	1017				hypothetical protein
NZP2234_00257	CDS	1845	hepA		COG1132	Heterocyst differentiation ATP-binding protein HepA
NZP2234_00258	CDS	291				hypothetical protein
NZP2234_00259	CDS	678	epsL	2.-.-.-	COG2148	Uncharacterized sugar transferase EpsL
NZP2234_00260	CDS	1260				hypothetical protein
NZP2234_00261	CDS	558	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
NZP2234_00262	CDS	1281				hypothetical protein
NZP2234_00263	CDS	828	bdhA_1	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
NZP2234_00264	CDS	486	acxC	6.4.1.6	COG4647	Acetone carboxylase gamma subunit
NZP2234_00265	CDS	2205	acxB	6.4.1.6	COG0146	Acetone carboxylase alpha subunit
NZP2234_00266	CDS	2142	acxA	6.4.1.6	COG0145	Acetone carboxylase beta subunit
NZP2234_00267	CDS	774				hypothetical protein
NZP2234_00268	CDS	2175	dxs_1	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
NZP2234_00269	CDS	1599	gsiB_1		COG0747	Glutathione-binding protein GsiB
NZP2234_00270	CDS	1230	fumI	2.6.1.-		Aminopentol aminotransferase
NZP2234_00271	CDS	738	mcbR_1		COG1802	HTH-type transcriptional regulator McbR
NZP2234_00272	CDS	1377	otnK	2.7.1.217		3-oxo-tetronate kinase
NZP2234_00273	CDS	690	fucA_1	4.1.2.17	COG0235	L-fuculose phosphate aldolase
NZP2234_00274	CDS	1437	araE_1	1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase
NZP2234_00275	CDS	1272	uctC_1	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
NZP2234_00276	CDS	1041	btuD_1	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
NZP2234_00277	CDS	1077	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
NZP2234_00278	CDS	843	ddpC_2		COG1173	Probable D,D-dipeptide transport system permease protein DdpC
NZP2234_00279	CDS	1014	dppB_4		COG0601	Dipeptide transport system permease protein DppB
NZP2234_00280	CDS	810	tsaQ1			HTH-type transcriptional regulator TsaQ1/TsaQ2
NZP2234_00281	CDS	747	LRA5_1	1.1.1.401		2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD(+))
NZP2234_00282	CDS	1350				hypothetical protein
NZP2234_00283	CDS	1530	merA	1.16.1.1		Mercuric reductase
NZP2234_00284	CDS	1275				hypothetical protein
NZP2234_00285	CDS	1575				hypothetical protein
NZP2234_00286	CDS	993				hypothetical protein
NZP2234_00287	CDS	570				hypothetical protein
NZP2234_00288	CDS	1440	aldHT	1.2.1.5		Aldehyde dehydrogenase, thermostable
NZP2234_00289	CDS	678				hypothetical protein
NZP2234_00290	CDS	2412	abo_2	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
NZP2234_00291	CDS	1254	soxB_1	1.5.3.1		Sarcosine oxidase subunit beta
NZP2234_00292	CDS	267	soxD_1	1.5.3.1		Sarcosine oxidase subunit delta
NZP2234_00293	tRNA	87				tRNA-Leu(cag)
NZP2234_00294	CDS	543				hypothetical protein
NZP2234_00295	CDS	486				hypothetical protein
NZP2234_00296	CDS	561	msuE	1.5.1.38	COG0431	FMN reductase (NADPH)
NZP2234_00297	CDS	1248	soxC			Dibenzothiophene desulfurization enzyme C
NZP2234_00298	CDS	807	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
NZP2234_00299	CDS	1338				hypothetical protein
NZP2234_00300	CDS	1041				hypothetical protein
NZP2234_00301	CDS	900	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
NZP2234_00302	CDS	936	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
NZP2234_00303	CDS	1101	rutA_2	1.14.99.46	COG2141	Pyrimidine monooxygenase RutA
NZP2234_00304	CDS	1461				hypothetical protein
NZP2234_00305	CDS	1173	msuD	1.14.14.5	COG2141	Methanesulfonate monooxygenase
NZP2234_00306	CDS	936	xypA		COG1879	Xylitol-binding protein
NZP2234_00307	CDS	999	rbsC_1		COG1172	Ribose import permease protein RbsC
NZP2234_00308	CDS	999	alsC_1		COG1172	D-allose transport system permease protein AlsC
NZP2234_00309	CDS	1506	rbsA_1	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
NZP2234_00310	CDS	675	rspR_1		COG1802	HTH-type transcriptional repressor RspR
NZP2234_00311	CDS	330	rhaM_1	5.1.3.32		L-rhamnose mutarotase
NZP2234_00312	CDS	1512	garD_1	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
NZP2234_00313	CDS	747	LRA5_2	1.1.1.401		2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD(+))
NZP2234_00314	CDS	300				hypothetical protein
NZP2234_00315	tRNA	76				tRNA-Ala(ggc)
NZP2234_00316	CDS	387				hypothetical protein
NZP2234_00317	CDS	1359	aroA	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
NZP2234_00318	CDS	666	cmk	2.7.4.25		Cytidylate kinase
NZP2234_00319	CDS	1698	rpsA		COG0539	30S ribosomal protein S1
NZP2234_00320	CDS	708	polS_1	1.1.1.14		Sorbitol dehydrogenase
NZP2234_00321	CDS	1605	aruI	4.1.1.75	COG0028	Probable 2-ketoarginine decarboxylase AruI
NZP2234_00322	CDS	894		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
NZP2234_00323	CDS	816	occP			Octopine permease ATP-binding protein P
NZP2234_00324	CDS	798	hisJ		COG0834	Histidine-binding periplasmic protein
NZP2234_00325	CDS	666	hisQ_1		COG4215	Histidine transport system permease protein HisQ
NZP2234_00326	CDS	810				hypothetical protein
NZP2234_00327	CDS	963	dpkA	1.5.1.21	COG2055	Delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2-carboxylate reductase
NZP2234_00328	CDS	453				hypothetical protein
NZP2234_00329	CDS	978				hypothetical protein
NZP2234_00330	CDS	1368	ptlI	1.14.13.133	COG2124	Pentalenene oxygenase
NZP2234_00331	CDS	570				hypothetical protein
NZP2234_00332	CDS	2655				hypothetical protein
NZP2234_00333	CDS	2472	gyrB	5.99.1.3		DNA gyrase subunit B
NZP2234_00334	CDS	918				hypothetical protein
NZP2234_00335	CDS	1398	pntB	1.6.1.2	COG1282	NAD(P) transhydrogenase subunit beta
NZP2234_00336	CDS	426				hypothetical protein
NZP2234_00337	CDS	1281	pntAA	1.6.1.2	COG3288	NAD(P) transhydrogenase subunit alpha part 1
NZP2234_00338	CDS	225				hypothetical protein
NZP2234_00339	CDS	150				hypothetical protein
NZP2234_00340	CDS	771				hypothetical protein
NZP2234_00341	CDS	2316				hypothetical protein
NZP2234_00342	CDS	3480				hypothetical protein
NZP2234_00343	CDS	534				hypothetical protein
NZP2234_00344	CDS	612				hypothetical protein
NZP2234_00345	CDS	993	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
NZP2234_00346	CDS	585				hypothetical protein
NZP2234_00347	CDS	1788				hypothetical protein
NZP2234_00348	CDS	1029		1.1.1.301		D-arabitol-phosphate dehydrogenase
NZP2234_00349	CDS	1107	takP		COG4663	Alpha-keto acid-binding periplasmic protein TakP
NZP2234_00350	CDS	774	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
NZP2234_00351	CDS	672				hypothetical protein
NZP2234_00352	CDS	390				hypothetical protein
NZP2234_00353	CDS	984		1.1.1.215	COG1052	2-ketogluconate reductase
NZP2234_00354	CDS	978	cytR_1		COG1609	HTH-type transcriptional repressor CytR
NZP2234_00355	CDS	885	ribN_2			Riboflavin transporter
NZP2234_00356	CDS	423				hypothetical protein
NZP2234_00357	CDS	867	rhaS_1			HTH-type transcriptional activator RhaS
NZP2234_00358	CDS	471	slyA_1			Transcriptional regulator SlyA
NZP2234_00359	CDS	1056	yciC		COG0523	Putative metal chaperone YciC
NZP2234_00360	CDS	975				hypothetical protein
NZP2234_00361	CDS	453				hypothetical protein
NZP2234_00362	CDS	1383	hemL2	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase 2
NZP2234_00363	CDS	1401	puuA_1	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
NZP2234_00364	CDS	1323				hypothetical protein
NZP2234_00365	CDS	1470				hypothetical protein
NZP2234_00366	CDS	1266	ttuD	1.1.1.81		Putative hydroxypyruvate reductase
NZP2234_00367	CDS	504				hypothetical protein
NZP2234_00368	CDS	1314	guaD_1	3.5.4.3	COG0402	Guanine deaminase
NZP2234_00369	CDS	1218				hypothetical protein
NZP2234_00370	CDS	921	dmlR_1			HTH-type transcriptional regulator DmlR
NZP2234_00371	CDS	1011	moxC	1.14.-.-	COG2141	Putative monooxygenase MoxC
NZP2234_00372	CDS	1248	ntaA_1	1.14.14.10		Nitrilotriacetate monooxygenase component A
NZP2234_00373	CDS	837	yddE	5.1.-.-	COG0384	Uncharacterized isomerase YddE
