locus_tag	ftype	length_bp	gene	EC_number	COG	product
R88B_00031	CDS	501	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
R88B_00032	CDS	1050			COG1702	PhoH-like protein
R88B_00033	CDS	1410	miaB_1	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
R88B_00034	CDS	801				hypothetical protein
R88B_00035	CDS	495	rimI	2.3.1.128	COG0456	Ribosomal-protein-alanine acetyltransferase
R88B_00036	CDS	678	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
R88B_00037	CDS	1104				hypothetical protein
R88B_00038	CDS	1080	irpA		COG3489	Iron-regulated protein A
R88B_00039	CDS	1602				hypothetical protein
R88B_00040	CDS	486	bfr	1.16.3.1	COG2193	Bacterioferritin
R88B_00041	CDS	312				hypothetical protein
R88B_00042	CDS	1290				hypothetical protein
R88B_00043	CDS	1254	thcD	1.18.1.-		Rhodocoxin reductase
R88B_00044	CDS	222				hypothetical protein
R88B_00045	CDS	1278	puuE	2.6.1.19	COG0160	4-aminobutyrate aminotransferase PuuE
R88B_00046	CDS	1140	mdtA_1			Multidrug resistance protein MdtA
R88B_00047	CDS	1074	mdtE			Multidrug resistance protein MdtE
R88B_00048	CDS	3099	swrC		COG0841	Swarming motility protein SwrC
R88B_00049	CDS	315				hypothetical protein
R88B_00050	CDS	750	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
R88B_00051	CDS	846	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
R88B_00052	CDS	921	ddpC_1		COG1173	Probable D,D-dipeptide transport system permease protein DdpC
R88B_00053	CDS	1062	dppB_1		COG0601	Dipeptide transport system permease protein DppB
R88B_00054	CDS	1644	ddpA_1		COG0747	Probable D,D-dipeptide-binding periplasmic protein DdpA
R88B_00055	CDS	1248				Tn3 family transposase TnXax1
R88B_00056	CDS	606	recR		COG0353	Recombination protein RecR
R88B_00057	CDS	984				hypothetical protein
R88B_00058	CDS	408				hypothetical protein
R88B_00059	CDS	324			COG0718	Nucleoid-associated protein HI_0442
R88B_00060	CDS	1812				hypothetical protein
R88B_00061	CDS	420				hypothetical protein
R88B_00062	CDS	945	nudC_1	3.6.1.22		NADH pyrophosphatase
R88B_00063	CDS	303				hypothetical protein
R88B_00064	CDS	864	pheA		COG0077	P-protein
R88B_00065	CDS	729	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
R88B_00066	CDS	681				hypothetical protein
R88B_00067	CDS	1878				hypothetical protein
R88B_00068	CDS	1884				hypothetical protein
R88B_00069	CDS	1095	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
R88B_00070	CDS	1146	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
R88B_00071	CDS	1632	yejF_1		COG4172	Uncharacterized ABC transporter ATP-binding protein YejF
R88B_00072	CDS	942	ghrA_1	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
R88B_00073	CDS	558	yceJ		COG3038	Cytochrome b561 homolog 2
R88B_00074	CDS	528				hypothetical protein
R88B_00075	CDS	360				hypothetical protein
R88B_00076	CDS	918				hypothetical protein
R88B_00077	CDS	1008				hypothetical protein
R88B_00078	CDS	1602	lig_1	6.5.1.1		DNA ligase
R88B_00079	CDS	1146				hypothetical protein
R88B_00080	tRNA	76				tRNA-Thr(cgt)
R88B_00081	CDS	303				hypothetical protein
R88B_00082	CDS	1071				hypothetical protein
R88B_00083	CDS	981				hypothetical protein
R88B_00084	CDS	189				hypothetical protein
R88B_00085	CDS	444				hypothetical protein
R88B_00086	CDS	537	sigE_1		COG1595	ECF RNA polymerase sigma factor SigE
R88B_00087	CDS	417				hypothetical protein
R88B_00088	CDS	456				hypothetical protein
R88B_00089	CDS	279				hypothetical protein
R88B_00090	CDS	1509				hypothetical protein
R88B_00091	CDS	1260				hypothetical protein
R88B_00092	CDS	1755				hypothetical protein
R88B_00093	CDS	255				hypothetical protein
R88B_00094	CDS	3420	aas_1	6.2.1.20		Bifunctional protein Aas
R88B_00095	CDS	1587				hypothetical protein
R88B_00096	CDS	2154				hypothetical protein
R88B_00097	CDS	483				hypothetical protein
R88B_00098	CDS	1572				hypothetical protein
R88B_00099	CDS	792	kynB	3.5.1.9	COG1878	Kynurenine formamidase
R88B_00100	CDS	1575	crtI_1	1.3.99.28	COG1233	Phytoene desaturase (neurosporene-forming)
R88B_00101	CDS	1530	dppA_1		COG0747	Periplasmic dipeptide transport protein
R88B_00102	CDS	1008	dppB_2		COG0601	Dipeptide transport system permease protein DppB
R88B_00103	CDS	849	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
R88B_00104	CDS	879	dppD_1		COG0444	Dipeptide transport ATP-binding protein DppD
R88B_00105	CDS	837	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
R88B_00106	CDS	600	cetB_1	5.1.3.33		2-epi-5-epi-valiolone epimerase
R88B_00107	CDS	2295	namA_1	1.6.99.1		NADPH dehydrogenase
R88B_00108	CDS	774	actIII_1	1.3.1.-		Putative ketoacyl reductase
R88B_00109	CDS	471	badR			Transcriptional activatory protein BadR
R88B_00110	CDS	813		4.2.1.17	COG1024	Probable enoyl-CoA hydratase echA12
R88B_00111	CDS	210				hypothetical protein
R88B_00112	CDS	1176	caiA	1.3.99.-		Crotonobetainyl-CoA dehydrogenase
R88B_00113	CDS	396				hypothetical protein
R88B_00114	CDS	1095	rutA_1	1.14.99.46	COG2141	Pyrimidine monooxygenase RutA
R88B_00115	CDS	762	garL	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
R88B_00116	CDS	195				hypothetical protein
R88B_00117	CDS	798	fliY_1		COG0834	L-cystine-binding protein FliY
R88B_00118	CDS	675	yecS_1		COG0765	L-cystine transport system permease protein YecS
R88B_00119	CDS	1266	csd_1	2.8.1.7		Probable cysteine desulfurase
R88B_00120	CDS	477				hypothetical protein
R88B_00121	CDS	828	oppF_3		COG4608	Oligopeptide transport ATP-binding protein OppF
R88B_00122	CDS	852	dppD_2		COG0444	Dipeptide transport ATP-binding protein DppD
R88B_00123	CDS	912	dppC		COG1173	Dipeptide transport system permease protein DppC
R88B_00124	CDS	1008	dppB_3		COG0601	Dipeptide transport system permease protein DppB
R88B_00125	CDS	1599	dppA_2		COG0747	Periplasmic dipeptide transport protein
R88B_00126	CDS	2016	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
R88B_00127	CDS	723	prmA_1	2.1.1.-		Ribosomal protein L11 methyltransferase
R88B_00128	CDS	723	gph_1	3.1.3.18	COG0546	Phosphoglycolate phosphatase
R88B_00129	CDS	1644	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
R88B_00130	CDS	1494	tauR		COG1167	HTH-type transcriptional regulator TauR
R88B_00131	CDS	1590	mtgB_1	2.1.1.-	COG5598	Glycine betaine methyltransferase
R88B_00132	CDS	399				hypothetical protein
R88B_00133	CDS	1365	srpC_1		COG2059	Probable chromate transport protein
R88B_00134	CDS	825				hypothetical protein
R88B_00135	CDS	1806	araC_1	4.2.1.25		L-arabonate dehydratase
R88B_00136	CDS	450				hypothetical protein
R88B_00137	CDS	1164				Iron-sulfur cluster carrier protein
R88B_00138	CDS	1251				hypothetical protein
R88B_00139	CDS	900	oxyR_1			Hydrogen peroxide-inducible genes activator
R88B_00140	CDS	480	nuoE	1.6.5.11	COG1905	NADH-quinone oxidoreductase subunit E
R88B_00141	CDS	1557	rsxC			Electron transport complex subunit RsxC
R88B_00142	CDS	2877		1.17.1.9		Putative formate dehydrogenase SA2102
R88B_00143	CDS	831	fdhD		COG1526	Sulfur carrier protein FdhD
R88B_00144	CDS	348				hypothetical protein
R88B_00145	CDS	1554	rutD_1	3.5.1.-		Putative aminoacrylate hydrolase RutD
R88B_00146	CDS	480				hypothetical protein
R88B_00147	CDS	363				hypothetical protein
R88B_00148	CDS	315				hypothetical protein
R88B_00149	CDS	1428	prr_1	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
R88B_00150	CDS	816	ydcV_1			Inner membrane ABC transporter permease protein YdcV
R88B_00151	CDS	969	ydcU		COG1176	Inner membrane ABC transporter permease protein YdcU
R88B_00152	CDS	999	potA_1	3.6.3.31		Spermidine/putrescine import ATP-binding protein PotA
R88B_00153	CDS	1155				hypothetical protein
R88B_00154	CDS	912	oxyR_2			Hydrogen peroxide-inducible genes activator
R88B_00155	CDS	618				hypothetical protein
R88B_00156	CDS	600				hypothetical protein
R88B_00157	CDS	675	qseB_1			Transcriptional regulatory protein QseB
R88B_00158	CDS	1362	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
R88B_00159	CDS	777	glpR_1		COG1349	Glycerol-3-phosphate regulon repressor
R88B_00160	CDS	888				hypothetical protein
R88B_00161	CDS	2454	abo_1	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
R88B_00162	CDS	633				hypothetical protein
R88B_00163	CDS	903				hypothetical protein
R88B_00164	CDS	924	ribN_1			Riboflavin transporter
R88B_00165	CDS	1281	codA	3.5.4.1	COG0402	Cytosine deaminase
R88B_00166	CDS	1776		3.6.3.-		Putative multidrug export ATP-binding/permease protein SA1683
R88B_00167	CDS	1845	ilvD_1	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
R88B_00168	CDS	471				hypothetical protein
R88B_00169	CDS	1593	prfC		COG4108	Peptide chain release factor 3
R88B_00170	CDS	912	dhaA_1	3.8.1.5		Haloalkane dehalogenase
R88B_00171	CDS	597	acuR			Transcriptional regulator AcuR
R88B_00172	CDS	1074	hcnC_1	1.4.99.5	COG0665	Hydrogen cyanide synthase subunit HcnC
R88B_00173	CDS	1374	aam_1	3.5.1.13	COG0154	Acylamidase
R88B_00174	CDS	798	egtC	3.5.1.118	COG0121	Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
R88B_00175	CDS	249				hypothetical protein
R88B_00176	CDS	471	decR_1		COG1522	DNA-binding transcriptional activator DecR
R88B_00177	CDS	486	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
R88B_00178	CDS	660	yieH_1	3.1.3.-	COG0637	6-phosphogluconate phosphatase
R88B_00179	CDS	855				hypothetical protein
R88B_00180	CDS	804				Uncharacterized protein MT2054
R88B_00181	CDS	999	lhpH	4.2.1.77	COG3938	Trans-3-hydroxy-L-proline dehydratase
R88B_00182	CDS	705				hypothetical protein
R88B_00183	CDS	903	yedA			Uncharacterized inner membrane transporter YedA
R88B_00184	CDS	993	ydjH_1	2.7.1.-	COG0524	Uncharacterized sugar kinase YdjH
R88B_00185	CDS	690				hypothetical protein
R88B_00186	CDS	1086				hypothetical protein
R88B_00187	CDS	2280	tme	1.1.1.40	COG0280	NADP-dependent malic enzyme
R88B_00188	CDS	1188				hypothetical protein
R88B_00189	CDS	2730	mutS		COG0249	DNA mismatch repair protein MutS
R88B_00190	CDS	846				hypothetical protein
R88B_00191	CDS	390				hypothetical protein
R88B_00192	CDS	2514	actP	3.6.3.4		Copper-transporting P-type ATPase
R88B_00193	CDS	861	lex1	2.-.-.-	COG3306	Lipooligosaccharide biosynthesis protein lex-1
R88B_00194	CDS	2802	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
R88B_00195	CDS	1599	murJ		COG0728	Probable lipid II flippase MurJ
R88B_00196	CDS	279				hypothetical protein
R88B_00197	CDS	246				hypothetical protein
R88B_00198	CDS	1068	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
R88B_00199	CDS	492				hypothetical protein
R88B_00200	CDS	570	nfuA			Fe/S biogenesis protein NfuA
R88B_00201	CDS	327				hypothetical protein
R88B_00202	CDS	618				hypothetical protein
R88B_00203	CDS	423	hmrR			HTH-type transcriptional regulator HmrR
R88B_00204	CDS	192				hypothetical protein
R88B_00205	CDS	273				hypothetical protein
R88B_00206	CDS	513				hypothetical protein
R88B_00207	CDS	1191	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
R88B_00208	CDS	564	regA_1		COG4567	Photosynthetic apparatus regulatory protein RegA
R88B_00209	CDS	1326	regB_1	2.7.13.3		Sensor histidine kinase RegB
R88B_00210	CDS	2463				hypothetical protein
R88B_00211	CDS	900				hypothetical protein
R88B_00212	CDS	705				hypothetical protein
R88B_00213	CDS	1332				hypothetical protein
R88B_00214	CDS	948	sugA_1		COG1175	Trehalose transport system permease protein SugA
R88B_00215	CDS	951	sugB_1		COG0395	Trehalose transport system permease protein SugB
R88B_00216	CDS	207				hypothetical protein
R88B_00217	CDS	1113	sugC_1	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
R88B_00218	CDS	1014	ugpC_1	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
R88B_00219	CDS	1644	dhaK_1	2.7.1.29		Dihydroxyacetone kinase
R88B_00220	CDS	603	dhaL	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
R88B_00221	CDS	390	dhaM	3.5.1.-		Protein-lysine deacetylase
R88B_00222	CDS	303	ptsO		COG1925	Phosphocarrier protein NPr
R88B_00223	CDS	1575	ptsI_1	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
R88B_00224	CDS	426				hypothetical protein
R88B_00225	CDS	987	dhaK_2	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
R88B_00226	CDS	1023				hypothetical protein
R88B_00227	CDS	897				hypothetical protein
R88B_00228	CDS	438				hypothetical protein
R88B_00229	CDS	285				hypothetical protein
R88B_00230	CDS	837				hypothetical protein
R88B_00231	CDS	1908	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
R88B_00232	CDS	1083				hypothetical protein
R88B_00233	CDS	633				hypothetical protein
R88B_00234	CDS	414				hypothetical protein
R88B_00235	CDS	603	proC_1	1.5.1.2		Pyrroline-5-carboxylate reductase
R88B_00236	CDS	753		1.1.1.119	COG1028	Glucose 1-dehydrogenase
R88B_00237	CDS	735	gdhIV	1.1.1.47	COG1028	Glucose 1-dehydrogenase 4
R88B_00238	CDS	897				hypothetical protein
R88B_00239	CDS	2388				hypothetical protein
R88B_00240	CDS	897	gtaB_1	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
R88B_00241	CDS	969				hypothetical protein
R88B_00242	CDS	945				hypothetical protein
R88B_00243	CDS	990				hypothetical protein
R88B_00244	CDS	1173				hypothetical protein
R88B_00245	CDS	1290				hypothetical protein
R88B_00246	CDS	789				hypothetical protein
R88B_00247	CDS	1497				hypothetical protein
R88B_00248	CDS	1023				hypothetical protein
R88B_00249	CDS	1080				hypothetical protein
R88B_00250	CDS	450				hypothetical protein
R88B_00251	CDS	1443	fdhL_1	1.1.99.11		Fructose dehydrogenase large subunit
R88B_00252	CDS	1332	ywqF	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase YwqF
R88B_00253	CDS	882	exoK	3.2.1.-		Endo-1,3-1,4-beta-glycanase ExoK
R88B_00254	CDS	402				hypothetical protein
R88B_00255	CDS	1023				hypothetical protein
R88B_00256	CDS	1131				hypothetical protein
R88B_00257	CDS	153				hypothetical protein
R88B_00258	CDS	300				hypothetical protein
R88B_00259	CDS	519				hypothetical protein
R88B_00260	CDS	1923				hypothetical protein
R88B_00261	CDS	1032				hypothetical protein
R88B_00262	CDS	1842	hepA		COG1132	Heterocyst differentiation ATP-binding protein HepA
R88B_00263	CDS	249				hypothetical protein
R88B_00264	CDS	678	epsL	2.-.-.-	COG2148	Uncharacterized sugar transferase EpsL
R88B_00265	CDS	1260				hypothetical protein
R88B_00266	CDS	558	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
R88B_00267	CDS	1281				hypothetical protein
R88B_00268	CDS	828	bdhA_1	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
R88B_00269	CDS	486	acxC	6.4.1.6	COG4647	Acetone carboxylase gamma subunit
R88B_00270	CDS	2205	acxB	6.4.1.6	COG0146	Acetone carboxylase alpha subunit
R88B_00271	CDS	2160	acxA	6.4.1.6	COG0145	Acetone carboxylase beta subunit
R88B_00272	CDS	774				hypothetical protein
R88B_00273	CDS	300				hypothetical protein
R88B_00274	CDS	282				hypothetical protein
R88B_00275	CDS	2175	dxs_1	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
R88B_00276	CDS	1599	ddpA_2		COG0747	Probable D,D-dipeptide-binding periplasmic protein DdpA
R88B_00277	CDS	1230	fumI	2.6.1.-		Aminopentol aminotransferase
R88B_00278	CDS	738	mcbR_1		COG1802	HTH-type transcriptional regulator McbR
R88B_00279	CDS	1377	otnK_1	2.7.1.217		3-oxo-tetronate kinase
R88B_00280	CDS	633	fucA	4.1.2.17	COG0235	L-fuculose phosphate aldolase
R88B_00281	CDS	1437	araE	1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase
R88B_00282	CDS	1272	uctC_1	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
R88B_00283	CDS	1032	btuD_1	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
R88B_00284	CDS	1059	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
R88B_00285	CDS	843	ddpC_2		COG1173	Probable D,D-dipeptide transport system permease protein DdpC
R88B_00286	CDS	1014	dppB_4		COG0601	Dipeptide transport system permease protein DppB
R88B_00287	CDS	810	tsaQ1			HTH-type transcriptional regulator TsaQ1/TsaQ2
R88B_00288	CDS	1509	xynB	3.2.1.37		Beta-xylosidase
R88B_00289	CDS	1350				hypothetical protein
R88B_00290	CDS	1530	merA	1.16.1.1		Mercuric reductase
R88B_00291	CDS	1263				hypothetical protein
R88B_00292	CDS	1575				hypothetical protein
R88B_00293	CDS	576				hypothetical protein
R88B_00294	CDS	1440	aldHT	1.2.1.5		Aldehyde dehydrogenase, thermostable
R88B_00295	CDS	663				hypothetical protein
R88B_00296	CDS	2463	abo_2	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
R88B_00297	CDS	1254	soxB_1	1.5.3.1		Sarcosine oxidase subunit beta
R88B_00298	CDS	267	soxD_1	1.5.3.1		Sarcosine oxidase subunit delta
R88B_00299	CDS	2883	soxA_1	1.5.3.1		Sarcosine oxidase subunit alpha
R88B_00300	CDS	534				hypothetical protein
R88B_00301	CDS	486				hypothetical protein
R88B_00302	CDS	561	msuE	1.5.1.38	COG0431	FMN reductase (NADPH)
R88B_00303	CDS	1248	soxC_1			Dibenzothiophene desulfurization enzyme C
R88B_00304	CDS	807	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
R88B_00305	CDS	1338				hypothetical protein
R88B_00306	CDS	1041				hypothetical protein
R88B_00307	CDS	900	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
R88B_00308	CDS	969	btuD_2	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
R88B_00309	CDS	1101	rutA_2	1.14.99.46	COG2141	Pyrimidine monooxygenase RutA
R88B_00310	CDS	1461				hypothetical protein
R88B_00311	CDS	1173	msuD	1.14.14.5	COG2141	Methanesulfonate monooxygenase
R88B_00312	CDS	675	rspR_1		COG1802	HTH-type transcriptional repressor RspR
R88B_00313	CDS	915	dapA_1	4.3.3.7		4-hydroxy-tetrahydrodipicolinate synthase
R88B_00314	CDS	1713	araC_2	4.2.1.25		L-arabonate dehydratase
R88B_00315	CDS	780	ucpA_1	1.-.-.-		Oxidoreductase UcpA
R88B_00316	CDS	951	rbsC_1		COG1172	Ribose import permease protein RbsC
R88B_00317	CDS	1512	araG_1	3.6.3.17	COG1129	Arabinose import ATP-binding protein AraG
R88B_00318	CDS	990	araF		COG1879	L-arabinose-binding periplasmic protein
R88B_00319	CDS	747	pdhR_1		COG2186	Pyruvate dehydrogenase complex repressor
R88B_00320	CDS	1149	dgoD_1	4.2.1.6	COG4948	D-galactonate dehydratase
R88B_00321	CDS	495				hypothetical protein
R88B_00322	CDS	354				hypothetical protein
R88B_00323	CDS	375				hypothetical protein
R88B_00324	CDS	1116				hypothetical protein
R88B_00325	CDS	672	lig_2	6.5.1.1		DNA ligase
R88B_00326	CDS	732	kpsU	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
R88B_00327	CDS	690				hypothetical protein
R88B_00328	CDS	678				hypothetical protein
R88B_00329	tRNA	76				tRNA-Ala(ggc)
R88B_00330	CDS	390				hypothetical protein
R88B_00331	CDS	1359	aroA	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
R88B_00332	CDS	363				hypothetical protein
R88B_00333	CDS	651	cmk	2.7.4.25		Cytidylate kinase
R88B_00334	CDS	1698	rpsA		COG0539	30S ribosomal protein S1
R88B_00335	CDS	708	polS_1	1.1.1.14		Sorbitol dehydrogenase
R88B_00336	CDS	1581	aruI	4.1.1.75	COG0028	Probable 2-ketoarginine decarboxylase AruI
R88B_00337	CDS	675	betI_1			HTH-type transcriptional regulator BetI
R88B_00338	CDS	849		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
R88B_00339	CDS	816	occP_1			Octopine permease ATP-binding protein P
R88B_00340	CDS	801	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
R88B_00341	CDS	609	hisQ		COG4215	Histidine transport system permease protein HisQ
R88B_00342	CDS	810				hypothetical protein
R88B_00343	CDS	1005	dpkA	1.5.1.21	COG2055	Delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2-carboxylate reductase
R88B_00344	CDS	453				hypothetical protein
R88B_00345	CDS	978				hypothetical protein
R88B_00346	CDS	1368	cypB		COG0369	Bifunctional cytochrome P450/NADPH--P450 reductase 2
R88B_00347	CDS	570				hypothetical protein
R88B_00348	CDS	2634				hypothetical protein
R88B_00349	CDS	2667				hypothetical protein
R88B_00350	CDS	2472	gyrB	5.99.1.3		DNA gyrase subunit B
R88B_00351	CDS	912				hypothetical protein
R88B_00352	CDS	918				hypothetical protein
R88B_00353	CDS	1398	pntB	1.6.1.2	COG1282	NAD(P) transhydrogenase subunit beta
R88B_00354	CDS	426				hypothetical protein
R88B_00355	CDS	1275	pntAA	1.6.1.2	COG3288	NAD(P) transhydrogenase subunit alpha part 1
R88B_00356	CDS	225				hypothetical protein
R88B_00357	CDS	816	dhaA_2	3.8.1.5		Haloalkane dehalogenase
R88B_00358	CDS	150				hypothetical protein
R88B_00359	CDS	768				hypothetical protein
R88B_00360	CDS	2337			COG2199	Uncharacterized signaling protein CC_0091
R88B_00361	CDS	3480				hypothetical protein
R88B_00362	CDS	534				hypothetical protein
R88B_00363	CDS	612				hypothetical protein
R88B_00364	CDS	906	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
R88B_00365	CDS	585				hypothetical protein
R88B_00366	CDS	1788				hypothetical protein
R88B_00367	CDS	1044		1.1.1.301		D-arabitol-phosphate dehydrogenase
R88B_00368	CDS	375				hypothetical protein
R88B_00369	CDS	1110	takP		COG4663	Alpha-keto acid-binding periplasmic protein TakP
R88B_00370	CDS	792	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
R88B_00371	CDS	405				hypothetical protein
R88B_00372	CDS	984		1.1.1.215	COG1052	2-ketogluconate reductase
R88B_00373	CDS	978	cytR		COG1609	HTH-type transcriptional repressor CytR
R88B_00374	CDS	885	ribN_2			Riboflavin transporter
R88B_00375	CDS	423				hypothetical protein
R88B_00376	CDS	873	rhaS_1			HTH-type transcriptional activator RhaS
R88B_00377	CDS	471	slyA_1			Transcriptional regulator SlyA
R88B_00378	CDS	1062	yciC		COG0523	Putative metal chaperone YciC
R88B_00379	CDS	375				hypothetical protein
R88B_00380	CDS	975				hypothetical protein
R88B_00381	CDS	453				hypothetical protein
R88B_00382	CDS	1380	hemL2	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase 2
R88B_00383	CDS	1407	puuA_1	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
R88B_00384	CDS	1236				hypothetical protein
R88B_00385	CDS	1464				hypothetical protein
R88B_00386	CDS	1266	ttuD	1.1.1.81		Putative hydroxypyruvate reductase
R88B_00387	CDS	504				hypothetical protein
R88B_00388	CDS	1314	guaD	3.5.4.3	COG0402	Guanine deaminase
R88B_00389	CDS	1218				hypothetical protein
R88B_00390	CDS	921	dmlR_1			HTH-type transcriptional regulator DmlR
R88B_00391	CDS	1014	ntaA_1	1.14.14.10		Nitrilotriacetate monooxygenase component A
R88B_00392	CDS	1248	ntaA_2	1.14.14.10		Nitrilotriacetate monooxygenase component A
R88B_00393	CDS	837	phzF_1	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
R88B_00394	CDS	918				hypothetical protein
R88B_00395	CDS	2364	xdhA	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
R88B_00396	CDS	1482				hypothetical protein
R88B_00397	CDS	375	pucM	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
R88B_00398	CDS	1419				hypothetical protein
R88B_00399	CDS	864	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
R88B_00400	CDS	507	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
R88B_00401	CDS	594				hypothetical protein
R88B_00402	CDS	1986				hypothetical protein
R88B_00403	CDS	1587				hypothetical protein
