locus_tag	ftype	length_bp	gene	EC_number	COG	product
NZP2042_00058	CDS	420				hypothetical protein
NZP2042_00059	CDS	945	nudC_1	3.6.1.22		NADH pyrophosphatase
NZP2042_00060	CDS	306				hypothetical protein
NZP2042_00061	CDS	864	pheA		COG0077	P-protein
NZP2042_00062	CDS	729	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
NZP2042_00063	CDS	669				hypothetical protein
NZP2042_00064	CDS	1878	appA_1			Oligopeptide-binding protein AppA
NZP2042_00065	CDS	1884				hypothetical protein
NZP2042_00066	CDS	1095	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
NZP2042_00067	CDS	1146	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
NZP2042_00068	CDS	1632	yejF_1		COG4172	Uncharacterized ABC transporter ATP-binding protein YejF
NZP2042_00069	CDS	942	ghrA_1	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
NZP2042_00070	CDS	582				hypothetical protein
NZP2042_00071	CDS	363				hypothetical protein
NZP2042_00072	CDS	915	tam_1	2.1.1.144		Trans-aconitate 2-methyltransferase
NZP2042_00073	CDS	1008				hypothetical protein
NZP2042_00074	CDS	1602	lig	6.5.1.1		DNA ligase
NZP2042_00075	CDS	1143				hypothetical protein
NZP2042_00076	tRNA	76				tRNA-Thr(cgt)
NZP2042_00077	CDS	189				hypothetical protein
NZP2042_00078	CDS	429				hypothetical protein
NZP2042_00079	CDS	537	sigE		COG1595	ECF RNA polymerase sigma factor SigE
NZP2042_00080	CDS	447				hypothetical protein
NZP2042_00081	CDS	456				hypothetical protein
NZP2042_00082	CDS	279				hypothetical protein
NZP2042_00083	CDS	1530				hypothetical protein
NZP2042_00084	CDS	1260				hypothetical protein
NZP2042_00085	CDS	264				hypothetical protein
NZP2042_00086	CDS	447				hypothetical protein
NZP2042_00087	CDS	3420	aas_1	6.2.1.20		Bifunctional protein Aas
NZP2042_00088	CDS	1590				hypothetical protein
NZP2042_00089	CDS	2154				hypothetical protein
NZP2042_00090	CDS	483				hypothetical protein
NZP2042_00091	CDS	1572	carA2	1.3.99.29	COG1233	zeta-carotene-forming phytoene desaturase
NZP2042_00092	CDS	792	kynB	3.5.1.9		Kynurenine formamidase
NZP2042_00093	CDS	1575	crtI_1	1.3.99.28	COG1233	Phytoene desaturase (neurosporene-forming)
NZP2042_00094	CDS	1530				hypothetical protein
NZP2042_00095	CDS	1008	dppB_2		COG0601	Dipeptide transport system permease protein DppB
NZP2042_00096	CDS	843	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
NZP2042_00097	CDS	879	ddpD_1		COG0444	Probable D,D-dipeptide transport ATP-binding protein DdpD
NZP2042_00098	CDS	837	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
NZP2042_00099	CDS	600	cetB	5.1.3.33		2-epi-5-epi-valiolone epimerase
NZP2042_00100	CDS	2295	namA_1	1.6.99.1		NADPH dehydrogenase
NZP2042_00101	CDS	774	bacC_1	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
NZP2042_00102	CDS	471	mhqR		COG1846	HTH-type transcriptional regulator MhqR
NZP2042_00103	CDS	813		4.2.1.17	COG1024	Probable enoyl-CoA hydratase echA12
NZP2042_00104	CDS	1149		1.3.99.-	COG1960	Probable acyl-CoA dehydrogenase fadE25
NZP2042_00105	CDS	396	tdcF_1	3.5.4.-	COG0251	Putative reactive intermediate deaminase TdcF
NZP2042_00106	CDS	1092	rutA_1	1.14.99.46	COG2141	Pyrimidine monooxygenase RutA
NZP2042_00107	CDS	762	garL	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
NZP2042_00108	CDS	1200		2.6.1.1		Aspartate aminotransferase
NZP2042_00109	CDS	798	fliY_1		COG0834	L-cystine-binding protein FliY
NZP2042_00110	CDS	675	yecS_1		COG0765	L-cystine transport system permease protein YecS
NZP2042_00111	CDS	1263	csd_1	2.8.1.7		Probable cysteine desulfurase
NZP2042_00112	CDS	834	oppF_3		COG4608	Oligopeptide transport ATP-binding protein OppF
NZP2042_00113	CDS	858	dppD_1		COG0444	Dipeptide transport ATP-binding protein DppD
NZP2042_00114	CDS	924	dppC_1		COG1173	Dipeptide transport system permease protein DppC
NZP2042_00115	CDS	1008	dppB_3		COG0601	Dipeptide transport system permease protein DppB
NZP2042_00116	CDS	1593	dppA_1		COG0747	Periplasmic dipeptide transport protein
NZP2042_00117	CDS	93				hypothetical protein
NZP2042_00118	CDS	2037	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
NZP2042_00119	CDS	720	prmA_1	2.1.1.-		Ribosomal protein L11 methyltransferase
NZP2042_00120	CDS	723	gph_1	3.1.3.18	COG0546	Phosphoglycolate phosphatase
NZP2042_00121	CDS	1644	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
NZP2042_00122	CDS	1494	tauR_1		COG1167	HTH-type transcriptional regulator TauR
NZP2042_00123	CDS	1590	mtgB_1	2.1.1.-	COG5598	Glycine betaine methyltransferase
NZP2042_00124	CDS	399				hypothetical protein
NZP2042_00125	CDS	1392	srpC		COG2059	Probable chromate transport protein
NZP2042_00126	CDS	819				hypothetical protein
NZP2042_00127	CDS	1806	araC_1	4.2.1.25		L-arabonate dehydratase
NZP2042_00128	CDS	450				hypothetical protein
NZP2042_00129	CDS	1167				Iron-sulfur cluster carrier protein
NZP2042_00130	CDS	1005				hypothetical protein
NZP2042_00131	CDS	642				hypothetical protein
NZP2042_00132	CDS	900	oxyR_1			Hydrogen peroxide-inducible genes activator
NZP2042_00133	CDS	480	hndA	1.12.1.3	COG1905	NADP-reducing hydrogenase subunit HndA
NZP2042_00134	CDS	1557	hndC	1.12.1.3	COG1145	NADP-reducing hydrogenase subunit HndC
NZP2042_00135	CDS	2913		1.17.1.9		Putative formate dehydrogenase SA2102
NZP2042_00136	CDS	831	fdhD		COG1526	Sulfur carrier protein FdhD
NZP2042_00137	CDS	309				hypothetical protein
NZP2042_00138	CDS	1596	rutD_1	3.5.1.-		Putative aminoacrylate hydrolase RutD
NZP2042_00139	CDS	480				hypothetical protein
NZP2042_00140	CDS	363				hypothetical protein
NZP2042_00141	CDS	315				hypothetical protein
NZP2042_00142	CDS	486				hypothetical protein
NZP2042_00143	CDS	1428	prr	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
NZP2042_00144	CDS	816	ydcV_1			Inner membrane ABC transporter permease protein YdcV
NZP2042_00145	CDS	969	ydcU		COG1176	Inner membrane ABC transporter permease protein YdcU
NZP2042_00146	CDS	999	potA_1	3.6.3.31		Spermidine/putrescine import ATP-binding protein PotA
NZP2042_00147	CDS	1155				hypothetical protein
NZP2042_00148	CDS	912	oxyR_2			Hydrogen peroxide-inducible genes activator
NZP2042_00149	CDS	618				hypothetical protein
NZP2042_00150	CDS	600				hypothetical protein
NZP2042_00151	CDS	675	basR			Transcriptional regulatory protein BasR
NZP2042_00152	CDS	1362	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
NZP2042_00153	CDS	450	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
NZP2042_00154	CDS	900				hypothetical protein
NZP2042_00155	CDS	777	glpR_1		COG1349	Glycerol-3-phosphate regulon repressor
NZP2042_00156	CDS	888				hypothetical protein
NZP2042_00157	CDS	2442	abo_1	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
NZP2042_00158	CDS	633				hypothetical protein
NZP2042_00159	CDS	903				hypothetical protein
NZP2042_00160	CDS	924	ribN_1			Riboflavin transporter
NZP2042_00161	CDS	261				hypothetical protein
NZP2042_00162	CDS	1281	codA	3.5.4.1	COG0402	Cytosine deaminase
NZP2042_00163	CDS	1776		3.6.3.-		Putative multidrug export ATP-binding/permease protein SA1683
NZP2042_00164	CDS	1845	ilvD_1	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
NZP2042_00165	CDS	468				hypothetical protein
NZP2042_00166	CDS	1593	prfC		COG4108	Peptide chain release factor 3
NZP2042_00167	CDS	930	dhaA_1	3.8.1.5		Haloalkane dehalogenase
NZP2042_00168	CDS	597	acuR			Transcriptional regulator AcuR
NZP2042_00169	CDS	1074	dadA_1	1.4.99.-		D-amino acid dehydrogenase
NZP2042_00170	CDS	1374	aam_1	3.5.1.13	COG0154	Acylamidase
NZP2042_00171	CDS	801	egtC	3.5.1.118	COG0121	Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
NZP2042_00172	CDS	249				hypothetical protein
NZP2042_00173	CDS	513	decR_1		COG1522	DNA-binding transcriptional activator DecR
NZP2042_00174	CDS	486	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
NZP2042_00175	CDS	660	yieH_1	3.1.3.-	COG0637	6-phosphogluconate phosphatase
NZP2042_00176	CDS	855				hypothetical protein
NZP2042_00177	CDS	801				Uncharacterized protein MT2054
NZP2042_00178	CDS	999	lhpH	4.2.1.77	COG3938	Trans-3-hydroxy-L-proline dehydratase
NZP2042_00179	CDS	711				hypothetical protein
NZP2042_00180	CDS	903	yedA			Uncharacterized inner membrane transporter YedA
NZP2042_00181	CDS	993	ydjH_1	2.7.1.-	COG0524	Uncharacterized sugar kinase YdjH
NZP2042_00182	CDS	699				hypothetical protein
NZP2042_00183	CDS	2280	tme	1.1.1.40	COG0280	NADP-dependent malic enzyme
NZP2042_00184	CDS	2730	mutS		COG0249	DNA mismatch repair protein MutS
NZP2042_00185	CDS	846	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
NZP2042_00186	CDS	393				hypothetical protein
NZP2042_00187	CDS	2514	actP	3.6.3.4		Copper-transporting P-type ATPase
NZP2042_00188	CDS	804				hypothetical protein
NZP2042_00189	CDS	804	lex1	2.-.-.-	COG3306	Lipooligosaccharide biosynthesis protein lex-1
NZP2042_00190	CDS	2802	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
NZP2042_00191	CDS	1665	murJ		COG0728	Probable lipid II flippase MurJ
NZP2042_00192	CDS	1068	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
NZP2042_00193	CDS	492				hypothetical protein
NZP2042_00194	CDS	570	nfuA			Fe/S biogenesis protein NfuA
NZP2042_00195	CDS	618				hypothetical protein
NZP2042_00196	CDS	414	hmrR			HTH-type transcriptional regulator HmrR
NZP2042_00197	CDS	513				hypothetical protein
NZP2042_00198	CDS	1194	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
NZP2042_00199	CDS	564	regA_1		COG4567	Photosynthetic apparatus regulatory protein RegA
NZP2042_00200	CDS	1332	regB_1	2.7.13.3		Sensor histidine kinase RegB
NZP2042_00201	CDS	2463				hypothetical protein
NZP2042_00202	CDS	891				hypothetical protein
NZP2042_00203	CDS	699	mca	3.5.1.115		Mycothiol S-conjugate amidase
NZP2042_00204	CDS	1332				hypothetical protein
NZP2042_00205	CDS	948	sugA_1		COG1175	Trehalose transport system permease protein SugA
NZP2042_00206	CDS	951	sugB_1		COG0395	Trehalose transport system permease protein SugB
NZP2042_00207	CDS	207				hypothetical protein
NZP2042_00208	CDS	1113	sugC_1	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
NZP2042_00209	CDS	1014	ugpC_1	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
NZP2042_00210	CDS	1644	dhaK_1	2.7.1.29		Dihydroxyacetone kinase
NZP2042_00211	CDS	603	dhaL_1	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
NZP2042_00212	CDS	390	dhaM	2.7.1.121	COG3412	PTS-dependent dihydroxyacetone kinase, phosphotransferase subunit DhaM
NZP2042_00213	CDS	303	ptsH		COG1925	Phosphocarrier protein HPr
NZP2042_00214	CDS	1575	ptsI_1	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
NZP2042_00215	CDS	426				hypothetical protein
NZP2042_00216	CDS	987	dhaK_2	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
NZP2042_00217	CDS	1014				hypothetical protein
NZP2042_00218	CDS	900				hypothetical protein
NZP2042_00219	CDS	435				hypothetical protein
NZP2042_00220	CDS	285				hypothetical protein
NZP2042_00221	CDS	117				hypothetical protein
NZP2042_00222	CDS	867				hypothetical protein
NZP2042_00223	CDS	1908	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
NZP2042_00224	CDS	1083				hypothetical protein
NZP2042_00225	CDS	759	prpE	3.6.1.17	COG0639	Bis(5'-nucleosyl)-tetraphosphatase PrpE [asymmetrical]
NZP2042_00226	CDS	2388				hypothetical protein
NZP2042_00227	CDS	177				hypothetical protein
NZP2042_00228	CDS	897	gtaB_1	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
NZP2042_00229	CDS	984				hypothetical protein
NZP2042_00230	CDS	951				hypothetical protein
NZP2042_00231	CDS	990				hypothetical protein
NZP2042_00232	CDS	1173				hypothetical protein
NZP2042_00233	CDS	1290				hypothetical protein
NZP2042_00234	CDS	789				hypothetical protein
NZP2042_00235	CDS	1497				hypothetical protein
NZP2042_00236	CDS	1023				hypothetical protein
NZP2042_00237	CDS	1080				hypothetical protein
NZP2042_00238	CDS	450				hypothetical protein
NZP2042_00239	CDS	1446	fdhL_1	1.1.99.11		Fructose dehydrogenase large subunit
NZP2042_00240	CDS	1332	ywqF	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase YwqF
NZP2042_00241	CDS	882				hypothetical protein
NZP2042_00242	CDS	399				hypothetical protein
NZP2042_00243	CDS	1089				hypothetical protein
NZP2042_00244	CDS	1131				hypothetical protein
NZP2042_00245	CDS	153				hypothetical protein
NZP2042_00246	CDS	300				hypothetical protein
NZP2042_00247	CDS	510				hypothetical protein
NZP2042_00248	CDS	1965				hypothetical protein
NZP2042_00249	CDS	1017				hypothetical protein
NZP2042_00250	CDS	1845	hepA		COG1132	Heterocyst differentiation ATP-binding protein HepA
NZP2042_00251	CDS	291				hypothetical protein
NZP2042_00252	CDS	678	epsL	2.-.-.-	COG2148	Uncharacterized sugar transferase EpsL
NZP2042_00253	CDS	1260				hypothetical protein
NZP2042_00254	CDS	558	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
NZP2042_00255	CDS	1281				hypothetical protein
NZP2042_00256	CDS	828	bdhA_1	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
NZP2042_00257	CDS	486	acxC	6.4.1.6	COG4647	Acetone carboxylase gamma subunit
NZP2042_00258	CDS	2205	acxB	6.4.1.6	COG0146	Acetone carboxylase alpha subunit
NZP2042_00259	CDS	2142	acxA	6.4.1.6	COG0145	Acetone carboxylase beta subunit
NZP2042_00260	CDS	774				hypothetical protein
NZP2042_00261	CDS	2175	dxs_1	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
NZP2042_00262	CDS	1599	gsiB_1		COG0747	Glutathione-binding protein GsiB
NZP2042_00263	CDS	1230	fumI	2.6.1.-		Aminopentol aminotransferase
NZP2042_00264	CDS	738	mcbR_1		COG1802	HTH-type transcriptional regulator McbR
NZP2042_00265	CDS	1377	otnK	2.7.1.217		3-oxo-tetronate kinase
NZP2042_00266	CDS	690	fucA_1	4.1.2.17	COG0235	L-fuculose phosphate aldolase
NZP2042_00267	CDS	1437	araE_1	1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase
NZP2042_00268	CDS	1272	uctC_1	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
NZP2042_00269	CDS	1041	btuD_1	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
NZP2042_00270	CDS	1077	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
NZP2042_00271	CDS	843	ddpC_2		COG1173	Probable D,D-dipeptide transport system permease protein DdpC
NZP2042_00272	CDS	1014	dppB_4		COG0601	Dipeptide transport system permease protein DppB
NZP2042_00273	CDS	810	tsaQ1			HTH-type transcriptional regulator TsaQ1/TsaQ2
NZP2042_00274	CDS	747	LRA5_1	1.1.1.401		2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD(+))
NZP2042_00275	CDS	1350				hypothetical protein
NZP2042_00276	CDS	1530	merA	1.16.1.1		Mercuric reductase
NZP2042_00277	CDS	1275				hypothetical protein
NZP2042_00278	CDS	1575				hypothetical protein
NZP2042_00279	CDS	993				hypothetical protein
NZP2042_00280	CDS	570				hypothetical protein
NZP2042_00281	CDS	1440	aldHT	1.2.1.5		Aldehyde dehydrogenase, thermostable
NZP2042_00282	CDS	678				hypothetical protein
NZP2042_00283	CDS	2412	abo_2	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
NZP2042_00284	CDS	1254	soxB_1	1.5.3.1		Sarcosine oxidase subunit beta
NZP2042_00285	CDS	267	soxD_1	1.5.3.1		Sarcosine oxidase subunit delta
NZP2042_00286	tRNA	87				tRNA-Leu(cag)
NZP2042_00287	CDS	543				hypothetical protein
NZP2042_00288	CDS	486				hypothetical protein
NZP2042_00289	CDS	561	msuE	1.5.1.38	COG0431	FMN reductase (NADPH)
NZP2042_00290	CDS	1248	soxC			Dibenzothiophene desulfurization enzyme C
NZP2042_00291	CDS	807	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
NZP2042_00292	CDS	1338				hypothetical protein
NZP2042_00293	CDS	1041				hypothetical protein
NZP2042_00294	CDS	900	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
NZP2042_00295	CDS	936	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
NZP2042_00296	CDS	1101	rutA_2	1.14.99.46	COG2141	Pyrimidine monooxygenase RutA
NZP2042_00297	CDS	1461				hypothetical protein
NZP2042_00298	CDS	1173	msuD	1.14.14.5	COG2141	Methanesulfonate monooxygenase
NZP2042_00299	CDS	936	xypA		COG1879	Xylitol-binding protein
NZP2042_00300	CDS	999	rbsC_1		COG1172	Ribose import permease protein RbsC
NZP2042_00301	CDS	999	alsC_1		COG1172	D-allose transport system permease protein AlsC
NZP2042_00302	CDS	1506	rbsA_1	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
NZP2042_00303	CDS	675	rspR_1		COG1802	HTH-type transcriptional repressor RspR
NZP2042_00304	CDS	330	rhaM_1	5.1.3.32		L-rhamnose mutarotase
NZP2042_00305	CDS	1512	garD_1	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
NZP2042_00306	CDS	747	LRA5_2	1.1.1.401		2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD(+))
NZP2042_00307	CDS	300				hypothetical protein
NZP2042_00308	tRNA	76				tRNA-Ala(ggc)
NZP2042_00309	CDS	387				hypothetical protein
NZP2042_00310	CDS	1359	aroA	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
NZP2042_00311	CDS	651	cmk	2.7.4.25		Cytidylate kinase
NZP2042_00312	CDS	1698	rpsA		COG0539	30S ribosomal protein S1
NZP2042_00313	CDS	708	polS_1	1.1.1.14		Sorbitol dehydrogenase
NZP2042_00314	CDS	1605	aruI	4.1.1.75	COG0028	Probable 2-ketoarginine decarboxylase AruI
NZP2042_00315	CDS	876		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
NZP2042_00316	CDS	816	occP			Octopine permease ATP-binding protein P
NZP2042_00317	CDS	798	hisJ		COG0834	Histidine-binding periplasmic protein
NZP2042_00318	CDS	666	hisQ_1		COG4215	Histidine transport system permease protein HisQ
NZP2042_00319	CDS	810				hypothetical protein
NZP2042_00320	CDS	963	dpkA	1.5.1.21	COG2055	Delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2-carboxylate reductase
NZP2042_00321	CDS	453				hypothetical protein
NZP2042_00322	CDS	978				hypothetical protein
NZP2042_00323	CDS	1368	ptlI	1.14.13.133	COG2124	Pentalenene oxygenase
NZP2042_00324	CDS	570				hypothetical protein
NZP2042_00325	CDS	2655				hypothetical protein
NZP2042_00326	CDS	2472	gyrB	5.99.1.3		DNA gyrase subunit B
NZP2042_00327	CDS	918				hypothetical protein
NZP2042_00328	CDS	1398	pntB	1.6.1.2	COG1282	NAD(P) transhydrogenase subunit beta
NZP2042_00329	CDS	426				hypothetical protein
NZP2042_00330	CDS	1281	pntAA	1.6.1.2	COG3288	NAD(P) transhydrogenase subunit alpha part 1
NZP2042_00331	CDS	225				hypothetical protein
NZP2042_00332	CDS	150				hypothetical protein
NZP2042_00333	CDS	771				hypothetical protein
NZP2042_00334	CDS	2316				hypothetical protein
NZP2042_00335	CDS	3480				hypothetical protein
NZP2042_00336	CDS	534				hypothetical protein
NZP2042_00337	CDS	612				hypothetical protein
NZP2042_00338	CDS	993	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
NZP2042_00339	CDS	585				hypothetical protein
NZP2042_00340	CDS	1788				hypothetical protein
NZP2042_00341	CDS	1029		1.1.1.301		D-arabitol-phosphate dehydrogenase
NZP2042_00342	CDS	1107	takP		COG4663	Alpha-keto acid-binding periplasmic protein TakP
NZP2042_00343	CDS	774	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
NZP2042_00344	CDS	672				hypothetical protein
NZP2042_00345	CDS	387				hypothetical protein
NZP2042_00346	CDS	984		1.1.1.215	COG1052	2-ketogluconate reductase
NZP2042_00347	CDS	978	cytR_1		COG1609	HTH-type transcriptional repressor CytR
NZP2042_00348	CDS	1044	ribN_2			Riboflavin transporter
NZP2042_00349	CDS	423				hypothetical protein
NZP2042_00350	CDS	867	rhaS_1			HTH-type transcriptional activator RhaS
NZP2042_00351	CDS	471	slyA_1			Transcriptional regulator SlyA
NZP2042_00352	CDS	1056	yciC		COG0523	Putative metal chaperone YciC
NZP2042_00353	CDS	975				hypothetical protein
NZP2042_00354	CDS	453				hypothetical protein
NZP2042_00355	CDS	1383	hemL2	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase 2
NZP2042_00356	CDS	1401	puuA_1	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
NZP2042_00357	CDS	1323				hypothetical protein
NZP2042_00358	CDS	1470				hypothetical protein
NZP2042_00359	CDS	1266	ttuD	1.1.1.81		Putative hydroxypyruvate reductase
NZP2042_00360	CDS	504				hypothetical protein
NZP2042_00361	CDS	1314	guaD_1	3.5.4.3	COG0402	Guanine deaminase
NZP2042_00362	CDS	1218				hypothetical protein
NZP2042_00363	CDS	921	dmlR_1			HTH-type transcriptional regulator DmlR
NZP2042_00364	CDS	1011	moxC	1.14.-.-	COG2141	Putative monooxygenase MoxC
NZP2042_00365	CDS	1248	ntaA_1	1.14.14.10		Nitrilotriacetate monooxygenase component A
NZP2042_00366	CDS	837	yddE	5.1.-.-	COG0384	Uncharacterized isomerase YddE
NZP2042_00367	CDS	903				hypothetical protein
NZP2042_00368	CDS	2346	pucD	1.17.1.4	COG1529	Probable xanthine dehydrogenase subunit D
NZP2042_00369	CDS	1482				hypothetical protein
NZP2042_00370	CDS	375	pucM	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
NZP2042_00371	CDS	1419				hypothetical protein
